,Name,Sector,City,Address,Phone,Email,Lat-Long
485,Prince Shri Venkateshwara Arts & Science College,College,Chennai,"W5C7+583, Bharathiyar St, Sivagami Nagar, Gowriwakkam, Sembakkam, Chennai, Tamil Nadu 600073",,,"12.9203769,80.1607089"
486,"GEMS B School, Chennai",College,Chennai,"Bharat Petroleum Corporation, 8/190, Z Block, Kathiravan Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,,"13.0867749,80.2060516"
487,Rajalakshmi College of Nursing,College,Chennai,"Rajalakshmi Nagar, Thandalam, Mevalurkuppam, Tamil Nadu 602105",,,"13.0084204,79.9990032"
488,School of Architecture and Planning,College,Chennai,,,,
489,St.Christophers College of Education,College,Chennai,"63, E VK Sampath Rd, Vepery, Periyamet, Chennai, Tamil Nadu 600007",,,"13.0835964,80.2597065"
490,Management Development Institute of Singapore - VELS,College,Chennai,"PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117",,,"12.9575528,80.1572813"
491,B.S. Abdur Rahman Crescent Institute of Science and Technology (Online Distance Learning),College,Chennai,,,,
492,"Indian Institute of Hardware Technology, Anna Nagar",College,Chennai,,,,
493,AIMED - Aachi Institute of Management and Entrepreneurial Development,College,Chennai,"Door No. 8/6, Vellalar street, Vanagaram-Ambattur Rd, Keil Ayanambakkam, Chennai, Tamil Nadu 600095",,,"13.0797201,80.1520161"
494,Paraprofessional Institute of Aquatic Animal Health Management - Tamil Nadu Fisheries University,College,Chennai,"564W+WW2, Krishna Nagar, Madhavaram Milk Colony, Chennai, Tamil Nadu 600051",,,"13.1572602,80.2447051"
495,"Swarnabhoomi Academy of Music (SAM, Kanchipuram)",College,Chennai,"C38G+C88, Kanchipuram, Sathiamangalam, Tamil Nadu 603305",,,"12.4160316,80.0732677"
496,Shree Chandraprabhu Jain College,College,Chennai,"Minjur, Tamil Nadu 601203",,,"13.2871068,80.2528783"
497,Dr. Kamakshi Memorial Hospital Pvt. Ltd.,College,Chennai,"1, 200 Feet Radial Rd, Dandeeswarar Nagar, Rose Avenue, Pallikaranai, Chennai, Tamil Nadu 600100",,,"12.9490397,80.2064667"
498,Panimalar Polytechnic College,College,Chennai,"23, Railway Colony II Street, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600029",,,"13.067971,80.2216631"
499,Kanchi Kamakoti Childs Trust Hospital,College,Chennai,"12 A, Nageswara Rd, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",,,"13.0573353,80.2432111"
500,Thiruthangal Nadar College,College,Chennai,"near Bus Terminus, Aiswarya Nagar, Sri Dhurghai Avenue, Selaivayal, Chennai, Tamil Nadu 600051",,,"13.1458553,80.2533307"
501,Aleesha Institute of Fashion Designing,College,Chennai,,,,
502,Bon Secours College of Nursing,College,Chennai,"Thiruvallur Road, Molachur, Tamil Nadu 602106",,,"12.9336221,79.8711979"
503,National Institute for Empowerment of Persons with Multiple Disabilities,College,Chennai,"R67R+XVM NATIONAL INSTITUTE FOR EMPOWERMENT OF PERSONS WITH MULTIPLE DISABILITIES, Kovalam, SH 49, Post, Muthukadu, Tamil Nadu 603112",,,"12.8140503,80.2401579"
504,J.N.N Arts and Science Women’s College,College,Chennai,"90, Ushaa Garden, Kannigaipair, Chennai Periyapalayam Highway, Tamil Nadu 601102",,,"13.262816,80.1023125"
505,St Marys Teacher Training Institute,College,Chennai,,,,
506,V.Ramakrishna Polytechnic College,College,Chennai,"574V+QCH, Manali Road, Thiruvottiyur, Near to Thiruvottiyur Railway Station, Chennai, Tamil Nadu 600019",,,"13.1569445,80.2910405"
507,MGR University-Online,College,Chennai,,,,
508,Sree Sastha College of Education,College,Chennai,"23P3+H89, Chembarambakkam, Tamil Nadu 600124",,,"13.0364074,80.0507802"
509,JIT - Jaya Institute of Technology Tiruvallur Chennai,College,Chennai,"6Q2M+4C4, Kanchipadi, Thiruthani High Road, NH 205, Kanchipadi, Tamil Nadu 631204",,,"13.201026,79.7818257"
510,Tiffin Aviation Services,College,Chennai,"11 Access Wy, Nogales, AZ 85621, United States",,,
511,Universal Airhostess Academy,College,Chennai,"Sakinaka 1st floor B wing, H Kandhilal Building, Opp.Mecdonals, Andheri - Kurla Rd, Maharashtra 400072",,,"19.1062136,72.8828623"
512,Jayagovind Harigopal Agarwal Agarsen College,College,Chennai,"Off, 200 Feet Rd, Venugopal Nagar, Madhavaram, Chennai, Tamil Nadu 600060",,,"13.1578093,80.22994"
513,Bharath Institute of Higher Education and Research (Online),College,Chennai,"Bharath University Canteen, Selaiyur, Chennai, Tamil Nadu 600126",,,"12.907938,80.1377622"
514,Aalim Muhammed Salegh Polytechnic College,College,Chennai,"43W5+VJX, Nizara Educational Campus, Muthapudupet, Avadi, IAF, Chennai, Tamil Nadu 600055",,,"13.1472305,80.0565422"
515,"Faculty of Humanities and Science, MAHER",College,Chennai,"No 12, Vembuliamman Koil St, 12th Sector, Annaji Nagar, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078",,,"13.0428819,80.1866177"
516,Apollo College of Education,College,Chennai,,,,
517,Thiru Seven Hills Polytechnic College,College,Chennai,"3528+887, Alapakkam Main Rd, Ganapathi Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",,,"13.0507805,80.1632332"
518,"School of Nursing, Kasturba Hospital",College,Chennai,,,,
519,Edureka,College,Chennai,,,,
520,Misrimal Navajee Munoth Jain School of Architecture,College,Chennai,"MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE, Arihant Escapade, Thoraipakkam, Tamil Nadu 600097",,,"12.9453764,80.2435781"
521,Meston College of Education,College,Chennai,"10/33, Westcott Rd, Indira Garden, Royapettah, Chennai, Tamil Nadu 600014",,,"13.0568499,80.2618931"
522,Meenakshi College for Women,College,Chennai,"No.363, Arcot Rd, NSK Salai, Kodambakkam, Chennai, Tamil Nadu 600024",,,"13.0540581,80.2246504"
523,Madha Arts and Science College,College,Chennai,"Erandamkattalai, Sadhanandhapuram, Thandalam, Chennai, 600112",,,"12.9903129,80.1200965"
524,Ambitions 4 Photography Academy,College,Chennai,"2/1079, Bhavani Street, Kakhithapuram, S. Kolathur, Chennai, Tamil Nadu 600117",,,"12.9508774,80.1970411"
525,Blue Ocean Film and Television Academy,College,Chennai,,,,
526,"Government Technical Training Centre College, Guindy",College,Chennai,,,,
527,Mehta Multi Speciality Hospital,College,Chennai,,,,
528,Ponnusamy Nadar College of Education,College,Chennai,"Ayapakkam Housing Board Rd, Rajammal nagar, TNHB Colony, Annanur, Ayappakkam, Chennai, Tamil Nadu 600077",,,"13.1055063,80.1276073"
529,Jawahar Engineering College,College,Chennai,"6, Anna St, Mathiazhagan Nagar, Shanthi Nagar, Saligramam, Chennai, Tamil Nadu 600093",,,"13.0549576,80.1988686"
530,"N.K.T.National College of Education For Women, (Autonomous)",College,Chennai,"NKT WOMENS COLLEGE, 41, Dr Besant Rd, Salegramam, Triplicane, Chennai, Tamil Nadu 600005",,,"13.0517202,80.2723559"
531,Jaya College of Education,College,Chennai,"428R+X8C, Annai Indira Nagar, Thiruninravur, Chennai, Tamil Nadu 602024",,,"13.1174345,80.0381795"
532,The Quaide Milleth College for Men,College,Chennai,"W5CJ+8Q8, Velachery Rd, BHEL Nagar, Medavakkam, Chennai, Tamil Nadu 600100",,,"12.9207766,80.1793738"
533,"Dream Zone, School of Creative Studies",College,Chennai,,,,
534,Natesan Institute of Co-Operative Management,College,Chennai,"2377-A, 12th Main Rd, IV Avenue, Jawahar Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,,"13.0826417,80.1985856"
535,"Don Bosco Polytechnic College,Chennai",College,Chennai,"4738+G78, Narasimhan Nagar, Pulianthope, Chennai, Tamil Nadu 600012",,,"13.1037837,80.2631214"
536,IIM Rohtak - Certificate Programs – Hughes Global Education,College,Chennai,,,,
537,Apollo Hospital Enterprise Limited,College,Chennai,,,,
538,Sree Sastha College of Engineering,College,Chennai,,,,
539,Prof. Dhanapalan College of Science and Management,College,Chennai,"Scope International, Kelambakkam, Tamil Nadu 603103",,,"12.7946975,80.2191043"
540,Versatile Business School,College,Chennai,"140, Marshalls Rd, Egmore, Chennai, Tamil Nadu 600008",,,"13.0712526,80.2582602"
541,Neon Computer Education,College,Chennai,"Vanjar Patti Naka, Avachit Pada, Bhiwandi, Maharashtra 421302",,,"19.3092317,73.0619292"
542,Vistas Academy (VA),College,Mumbai,"Room number 181,Swami Narayan Nagar, Vikhroli West, Mumbai, Maharashtra 400076",,,"19.1179503,72.9147151"
543,S.A. Polytechnic College,College,Chennai,"S.A polytechnic college, Poonamalle-Avadi Road, Sundarasolavaram, Thiruverkadu, Chennai, Tamil Nadu 600077",,,"13.0855806,80.1097177"
544,"Panimalar Engineering College, Chennai City Campus",College,Chennai,"23, Railway Colony II Street, Nelson Manickam Rd, Chennai, Tamil Nadu 600029",,,"13.0678291,80.2216524"
545,Park Global School of Business Excellence Chennai - PGSOBEC,College,Chennai,,,,
546,"Prolific Systems and Technologies, Chennai",College,Chennai,,,,
547,Cancer Institute,College,Chennai,,,,
548,Sivanthi College of Education,College,Chennai,"Sivanthi Public School, Mehta Nagar, Kundrathur, Chennai, Tamil Nadu 600069",,,"12.9873517,80.1031224"
549,IIHT- Vadapalani,College,Chennai,"BLOCK-B, No.D-05, 2nd Bus Depo, Arcot Rd, opp. Vadapalani, Vadapalani, Chennai, Tamil Nadu 600026",,,"13.0484848,80.2048442"
550,Fighter Wings Aviation Academy,College,Chennai,,,,
551,"Ironwood Sports Management Global Academy, Chennai",College,Mumbai,"Ironwood Sports Management Global Academy, 1st Floor, KHIL House Orchid Hotel Compound, 70-C, Nehru Rd, Vile Parle East, Mumbai, Maharashtra 400099",,,"19.096348,72.8514583"
552,"School of Arts and Science, AVIT Campus, Paiyanoor, Chengalpattu, Vinayaka Mission's Research Foundation",College,Chennai,"Rajiv Gandhi Salai, Paiyanur, Tamil Nadu 603104",,,"12.6577653,80.178402"
553,Sir Theagaraya College,College,Chennai,"1047, 345, Thiruvottiyur High Rd, Mottai Garden, Old Washermanpet, Chennai, Tamil Nadu 600021",,,"13.1166734,80.2813811"
554,SCAD institute of Technology,College,Chennai,"SCAD Knowledge City, Palladam Rd, 641664",,,"10.9377941,77.2375163"
555,Miot Academy of Allied Health Sciences,College,Chennai,,,,
556,"Arena Animation, Chennai - T.Nagar",College,Chennai,"30/63 Ganesh Building 1st floor, Venkatanarayana Rd, T. Nagar, Chennai, Tamil Nadu 600017",,,"13.0335354,80.2358419"
557,Tmg College of Arts and Science,College,Chennai,,,,
558,Church Park Anglo Indian Teacher Training School,College,Chennai,,,,
559,Measi College of Education,College,Chennai,"MEASI COLLEGE OF EDUCATION, 2, Demellows Rd, Thattankulam, Choolai, Chennai, Tamil Nadu 600112",,,"13.0937644,80.2646089"
560,"Suresh Gyan Vihar University Distance Education - Talentedge, Chennai",College,Mumbai,"Shop No. 219, B-Wing, 3rd Floor, Vardhman Chambers, Above Axis Bank, Palm Beach Rd, Sector 17, Vashi, Navi Mumbai, Maharashtra 400703",,,"19.069171,72.9972431"
561,Thirumurugan Arts and Science College for Women,College,Chennai,"5V29+7FC, Kolundhalur Road, Thiruppasur, Thiruvallur, Tamil Nadu 631203",,,"13.1506958,79.8660758"
562,J.V. College of Nursing,College,Chennai,,,,
563,Right College of Nursing,College,Chennai,"No.1/5, Chettiyar Agaram Road, village, Sivabatham, Vanagaram, Chennai, Tamil Nadu 600095",,,"13.0614694,80.1471558"
564,Sree Sastha Institute of Engineering and Technology powered by Sunstone,College,Chennai,"Chennai - Bangalore Highway, Chembarambakkam, Tamil Nadu 600123",,,"13.0376639,80.0512375"
565,Vijaya Educational Academy,College,Chennai,,,,
566,The Voluntary Health Services and Medical Centre,College,Chennai,,,,
567,SSN School of Advanced Career Education - SSNSACE,College,Chennai,"Next to Vinayagar Temple, Rajiv Gandhi Salai, Rajiv Gandhi Salai, Kalavakkam, Tamil Nadu 603110",,,"12.752389,80.2002877"
568,Orient Flight Aviation Academy,College,Mumbai,"923,The Summit Business Bay (Omkar),Andheri Kurla Rd Adjacent to Cinemax & Western Express Highway Metro Station, Chakala, Andheri (E, Mumbai, Maharashtra 400093",,,"19.1164461,72.854604"
569,"Online Cell- Centre for Distance Education, Anna University",College,Chennai,"Inside Anna University, Opp to Gandhi Mandapam, Sardar Patel Rd, Guindy, Chennai, Tamil Nadu 600025",,,"13.0103297,80.2292406"
570,St. Louis College for the Deaf,College,Chennai,"SAINT LOUIS INSTITUTE FOR THE DEAF AND BLIND GABRIEL, Canal Bank Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020",,,"13.0130958,80.2466807"
571,Apollo Med Skills Limited,College,Mumbai,"4VCR+HQM, Tunga Village, Chandivali, Powai, Mumbai, Maharashtra 400076",,,"19.1214523,72.8893385"
572,Sakthi Mariamman Engineering College,College,Chennai,,,,
573,"School of Languages, VELS Institute of Science, Technology and Advanced Studies",College,Mumbai,"15, Madame Cama Rd, Mantralaya, Fort, Mumbai, Maharashtra 400032",,,"18.9260716,72.8276905"
574,Bilroth College of Nursing,College,Chennai,"No. 2, Mettukuppam Main Rd, Maduravoyal, Chennai, Tamil Nadu 600095",,,"13.0650415,80.1707099"
575,The Institute of Mathematical Sciences,College,Chennai,"X6VW+FP7, 4th Cross St, CIT Campus, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9942358,80.2444677"
576,Jaya School of Architecture,College,Chennai,"Poonamallee Bypass Rd, Chennai, Tamil Nadu 600123",,,"13.0596564,80.0893295"
577,Vee Care College of Nursing,College,Chennai,,,,
578,MIOT International Hospital,College,Chennai,"4/112, Mount Poonamallee Rd, Sathya Nagar, Manapakkam, Chennai, Tamil Nadu 600089",,,"13.0225921,80.1837955"
579,Dr. Kamakshi Institute of Medical Sciences and Research,College,Chennai,"New Building 4th Floor, Dr.Kamakshi Memorial Hospital Campus, No:1, Radial Road, Pallikaranai, Chennai, Tamil Nadu 600100",,,"12.9490317,80.2064657"
580,"Faculty of Dental Surgery, Dr MGR Educational and Research Institute",College,Chennai,"2/88, Adayalampattu road, Numbal, Iyyappanthangal, Chennai, Adayalampattu, Tamil Nadu 600095",,,"13.0492186,80.1394414"
581,VFX Media and Designs,College,Chennai,,,,
582,Balaji institute of Engineering and Technology,College,Chennai,,,,
583,Arul Institute of Paramedical Sciences and Research,College,Chennai,"56 Venugoal, Venugopal Swamy Koil St, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011",,,"13.1106984,80.2399779"
584,Accel Academy Limited,College,Chennai,"SFI Complex, 175, 1st Floor, Valluvar Kottam High Rd, Nungambakkam, Chennai, Tamil Nadu 600034",,,"13.0589763,80.2396853"
585,Smart MBA Online,College,Chennai,"No.3/5, Mahalingapuram Main Rd, PMK Nagar, Mahalingapuram, Nungambakkam, Chennai, Tamil Nadu 600034",,,"13.0554252,80.231907"
586,Arignar Anna Institute of Science and Technology,College,Chennai,,,,
587,University Of Madras Constituent College,College,Chennai,,,,
588,IIM Rohtak - Online Programs - Talentedge,College,Chennai,"Plot no.21, Institutional Area, Sector 32, Gurugram, Haryana 122018",,,"28.4451884,77.0409689"
589,Billroth Hospital,College,Chennai,,,,
590,C.S.I. Ewarts Women's Christian College,College,Chennai,"Melrosapuram, Via Singaperumal Koill, Kancheepuram, Tamil Nadu 603204",,,"12.7679703,80.0166708"
591,Chennai National Arts and Science College,College,Chennai,"Tonakela Camp Rd, Near St. Peter's, University Campus, Avadi, Tamil Nadu 600054",,,"13.109143,80.1151121"
592,T S Srinivasan Polytechnic College,College,Chennai,"No.1, TVS, School St, Vanagaram, Chennai, Tamil Nadu 600095",,,"13.0594967,80.1518505"
593,ICFAI Chennai - The Institute of Chartered Financial Analysts of India,College,Chennai,,,,
594,Sathyasai B.Ed. College,College,Chennai,"7, Rajaji St, Kamaraj Nagar, TNHB Mig V Block, Avadi, Tamil Nadu 600071",,,"13.1123341,80.0938226"
595,Eva Stalin Business School,College,Chennai,"12/24, Muthuranga Mudali St, next to Deepam Hospital, West Tambaram, Tambaram, Chennai, Tamil Nadu 600045",,,"12.9296332,80.1150433"
596,"District Institute of Education and Training, Triplicane",College,Chennai,"27XJ+844, Kamarajar Promenade, Naddu Kuppam, Triplicane, Chennai, Tamil Nadu 600005",,,"13.0482515,80.2777648"
597,Annamalaiar College Of Engineering,College,Chennai,"G63M+W9G, Tamil Nadu 606902",,,"12.5048098,79.2308902"
598,"Saveetha College of Nursing-Saveetha Institute of Medical and Technical Sciences, Thandalam",College,Chennai,"22G7+9MV, Kuthambakkam, Tamil Nadu 602105",,,"13.0259787,80.0115958"
599,Jeppiaar Maamallan Engineering College,College,Chennai,"Jeppiaar Nagar, Tirupandiyur, Tamil Nadu 602108",,,"12.9655945,79.8970477"
600,Sri Nallalaghu Polytechnic College,College,Chennai,"55HW+JR2, GNT Rd, Puzhal, Chennai, Payasambakkam, Tamil Nadu 600066",,,"13.1790207,80.1944316"
601,Prof. S.A.College of Education,College,Chennai,"1/145, Rajiv Gandhi Street, Old Mahabalipuram Road, Semmancherry, Semmancheri, Chennai, Tamil Nadu 600119",,,"12.8617531,80.2267378"
602,Orient Flights Civil Aviation Academy,College,Mumbai,"7th Floor, KJF Heights, 27, Chapel Rd, near Subko Coffee, Ranwar, Bandra West, Mumbai, Maharashtra 400050",,,"19.0532611,72.8272767"
603,Anand School of Architecture,College,Chennai,"Kalasaligam nagar, Kazhipattur, Tamil Nadu 603103",,,"12.8182156,80.2260494"
604,"Trade Wings Institute of Management (IATA Authorized training Centre), Chennai",College,Chennai,,,,
605,"IRT Polytechnic College, Nemilichery",College,Chennai,"W5X2+C5J, Bharatha Matha St, Bharathipuram, Chromepet, Chennai, Tamil Nadu 600044",,,"12.9485959,80.1478312"
606,AMK Technology Polytechnic College,College,Chennai,"Chennai Bangalore Road SEMBARAMBAKKAM, Chennai, Tamil Nadu 600123",,,"13.0366739,80.0498384"
607,Veranda Learning Solutions Ltd,College,Chennai,"34, Thirumalai Pillai Rd, Thirumurthy Nagar, Satyamurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600017",,,"13.047549,80.2373679"
608,Anbarasu Inst of Medical and Research,College,Chennai,"W482+M63, 2nd Main Road, Old State Bank Colony, Tambaram, Chennai, Tamil Nadu 600045",,,"12.9166352,80.0979873"
609,Dhanraj Baid Jain College - Tamil Nadu,College,Chennai,"W6WV+FJW, Rajiv Gandhi Salai, Jyothi Nagar, Okkiyum, Thoraipakkam, Tamil Nadu 600097",,,"12.9462291,80.2415023"
610,Saraswathi Institute of Animation,College,Mumbai,"3rd Floor Saraswati Mahal Junction Of Ranade Rd, &, Gokhale Rd N, Dadar West, Mumbai, Maharashtra 400028",,,"19.022661,72.8362111"
611,Meenakshi Krishnan Polytechnic College,College,Chennai,"Ramson Garden, 4, Gandhi Rd, Shankar Nagar, Pammal, Chennai, Tamil Nadu 600075",,,"12.9658262,80.1246253"
612,CSI Bishop Newbigin College of Education,College,Chennai,"Csi Bishop Newbigin College, 109, Dr Radha Krishnan Salai, Kattukoil Garden, Mylapore, Chennai, Tamil Nadu 600004",,,"13.0445228,80.2600421"
613,Digital Scholar,College,Chennai,"1B, Sapna Trade Centre, 135, Poonamallee High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084",,,"13.0785779,80.2509734"
614,iJET Aviation,College,Chennai,,,,
615,"American Management and Technology College, Jaro Education",College,Chennai,,,,
616,"UFly International, Chennai",College,Chennai,,,,
617,Annai Veilankannis College of Nursing,College,Chennai,"V4P4+JRC, New Perungalathur, Chennai, Tamil Nadu 600048",,,"12.8865559,80.1044281"
618,Annai Teresa College of Engineering,College,Chennai,"QC78+R86, Ulundurpet, Tirunavalur, Tamil Nadu 607204",,,"11.764547,79.4131806"
619,XLRI – Online Programs - Talentedge,College,Mumbai,"WING-A, 7th Floor, Lal Bahadur Shastri Marg, B Wing, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",,,"19.0926945,72.9101281"
620,Web D School,College,Mumbai,"Shop No.48 & 49, SS-II Sector 5 and 8 Main Road, Sector 8, Kopar Khairane, Navi Mumbai, Maharashtra 400709",,,"19.1026089,73.0048926"
621,GAC For Men,College,Chennai,"329, Anna Salai, Lotus Colony, Nandanam, Chennai, Tamil Nadu 600035",,,"13.0304661,80.2367673"
622,SMOT School of Business (SMOT),College,Chennai,"7 & 8, Iind Cross Street, Nehru Nagar, Perungudi, 3rd Cross St, Thiruvengadam Nagar, Perungudi, Chennai, Tamil Nadu 600096",,,"12.972097,80.2434191"
623,Safeducate Learning,College,Thane,"Barve road C-4, Wagle industrial estate Institute of Management & computer studies, Opp AAP labs, Thane West, Maharashtra 400604",,,"19.1877101,72.9522561"
624,"HCL TechBee, Chennai",College,Chennai,"8, Madras Thiruvallur High Rd, South Phase, Mangalapuram, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058",,,"13.1006123,80.1626698"
625,Apparel Training and Design Centre,College,Chennai,,,,
626,IRIK International College of Aviation,College,Chennai,,,,
627,"Maya Academy of Advanced Cinematics, Chennai",College,Chennai,,,,
628,Kumaran Institute of Technology,College,Chennai,"77GF+P79, Near Nandiambakkam Railway station, kollatti, Minjur, Tamil Nadu 601203",,,"13.2767866,80.2706647"
629,Kamarajar Institute of Management,College,Chennai,"No.12, 2nd Floor, AKR Parcel Service Upstairs, Natesan Nagar E Rd, near IG Square, Natesan Nagar, Puducherry, 605005",,,"11.9304519,79.8053843"
630,John Bosco Polytechnic College,College,Mumbai,"Premier Automobiles Road Opp. HDIL Premier Exotica, Kurla, Mumbai, Maharashtra 400070",,,"19.0812532,72.8860212"
631,Sri Durga Devi Polytechnic College,College,Chennai,"NH-5, R.S.M Nagar ,Kavaraipettai, Gummidipoondi Gummidipoondi Chennai Road , Thiruvallur, Tamil Nadu 601206",,,"13.3552574,80.1413567"
632,Dr.Rajalakshmi College of Education,College,Chennai,"5342+8M8, near anjenayar koil, Palavedu, Vellacheri, Tamil Nadu 600055",,,"13.155792,80.0491226"
633,D B Jain Institute of Management,College,Chennai,,,,
634,Regional Labour Institute,College,Mumbai,"17, NS Mankikar Rd, Sion Railway Colony, Chunabhatti, Sion, Mumbai, Maharashtra 400022",,,"19.0490947,72.8646172"
635,St Theresa of Child Jesus School of Nursing,College,Mumbai,"3R6M+X8J, Rd Number 24, Bandra West, Mumbai, Maharashtra 400050",,,"19.0624603,72.8306752"
636,King Institute of Preventive Medicine and Research,College,Chennai,"Guindy Institutional Area, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",,,"13.0124413,80.2150357"
637,"SANDS Institute of Technology, Chennai",College,Chennai,,,,
638,Santhoshi Arts and Science College,College,Chennai,"CVMR+557, Polambakkam, Tamil Nadu 603309",,,"12.4329142,79.8878501"
639,Ishwar Institute of Prosthetics and Orthotics,College,Chennai,"AA 23 (FF), 3rd Street, 3rd Main Road, Anna Nagar, Chennai, 3rd St, AA Block, Anna Nagar, Anna Nagar, Chennai, Tamil Nadu 600040",,,"13.0840541,80.2141472"
640,ARS College of Engineering,College,Chennai,,,,
641,SAE College,College,Mumbai,"2, Dadabhai Cross Rd, Tepgaon, Andheri West, Mumbai, Maharashtra 400053",,,"19.1256088,72.8365383"
642,Visualite Photography Academy,College,Chennai,"117/138, Second Floor, above Unique furniture, Nelson Manickam Road Opp. Metha Bus stop, Aminjikarai, Chennai, Tamil Nadu 600020",,,"13.0683991,80.2238008"
643,e-Careers..,College,Chennai,,,,
644,Dr MGR Janaki College Of Arts And Science,College,Chennai,"11&13, Durgabai Deshmukh Rd, State Bank of India Colony, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,"13.0164363,80.2582094"
645,Talentedge,College,Chennai,,,,
646,Aviation Auditor,College,Chennai,,,,
647,Global Hospitals and Health City,College,Chennai,,,,
648,"State Institute of Commerce Education,Chennai",College,Chennai,"X6VX+R63, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9945178,80.245466"
649,"Appin Technology Lab,Chennai",College,Chennai,,,,
650,"Institute of Printing Technology, Kalikundram",College,Mumbai,"New Building, 78, Dr Dadabhai Naoroji Rd, Near Crawford Market, Dhobi Talao, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001",,,"18.9436131,72.8316401"
651,Meenakshi University - Faculty of Engineering and Technology,College,Chennai,,,,
652,V Care's Global Institute of Health Sciences,College,Chennai,,,,
653,"Griffon Academy of Management Education and Sports, Chennai",College,Chennai,,,,
654,Shenbagha College of Nursing,College,Chennai,,,,
655,IIHT- Thiruvanmiyur,College,Chennai,,,,
656,Pattammal Alagesan College of Arts and Science,College,Chennai,"PWMW+J4X, Athur, Tamil Nadu 603101",,,"12.7341189,79.9427764"
657,"Institute of Textile Technology, Chennai",College,Chennai,"Tharamani, CIT Campus, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9970989,80.2457567"
658,Daksha Fellowship,College,Chennai,"SSPDL Tower 4th Floor, Beta Block, Navalur, Rajiv Gandhi Salai, Chennai, Tamil Nadu 600130",,,"12.8420581,80.2233696"
659,BIM Global Solutions Pvt. Ltd,College,Chennai,,,,
660,National Institute of Network Technology,College,Chennai,"Kohinoor Bhavan, Senapati Bapat Marg, Dadar, Maharashtra 400028",,,"19.0164535,72.837514"
661,MCE - Magna College of Engineering Kanchipuram Chennai,College,Chennai,"Redhills - Thiruvallur High Rd, Puzhal, Chennai, Tamil Nadu 602024",,,"13.2134906,80.0413375"
662,Madras ENT Research Foundation (P) Ltd.,College,Chennai,"1st Cross Street, 1, 2nd Main Rd, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,"13.026986,80.2516199"
663,NetworkersHome,College,Mumbai,"Priyadarshini Society, Dadar, Mumbai, Maharashtra 400058",,,"19.016339,72.8377141"
664,Creative Academy,College,Chennai,,,,
665,Sree Sastha School of Architecture and Planning,College,Chennai,"99, Jambu Towers, New Avadi Road, opposite to Pachayappa’s College, Kilpauk, Chennai, Tamil Nadu 600010",,,"13.0856795,80.2426725"
666,AllTechZ Solutions Pvt Ltd,College,Chennai,,,,
667,Sivanthi Teacher Training Institution Kundrathur,College,Chennai,"Sivanthi Public School, Mehta Nagar, Kundrathur, Chennai, Tamil Nadu 600069",,,"12.9873517,80.1031224"
668,"School of Nursing, Durgabai Deshmukh General Hospital and Research Centre",College,Chennai,"2-1-569, Vidya Nagar, Adikmet, Hyderabad, Telangana 500044",,,"17.4020505,78.5077076"
669,"Besant Technologies, Velachery - Chennai",College,Chennai,"Plot No. 119, No.8, 11th Main Rd, Vijaya Nagar, Velachery, Chennai, Tamil Nadu 600042",,,"12.9719343,80.2153937"
670,K.J.N. Educational College,College,Chennai,"90, Ushaa Garden, Kannigaipair, Chennai Periyapalayam Highway, Tamil Nadu 601102",,,"13.2619699,80.1042231"
671,Mazenet Solution Pvt Ltd,College,Chennai,,,,
672,Centre  for Financial Management,College,Chennai,"17, 1st A Cross Rd, !7th A Main, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",,,"12.9161283,77.5882255"
673,Kanchi Shri Krishna College of Arts and Science,College,Chennai,"VM93+JM4, Kilambi, Kanchipuram, Tamil Nadu 631551",,,"12.8690077,79.6516159"
674,Jayalakshmi Narayanaswami College of Education,College,Chennai,"75, Bajanai Kovil street , Pallipattu . Chennai - 600113",,,"13.0017895,80.2407668"
675,Mediscan Systems,College,Thane,"Vedant Shopping Complex, Near Tip Top Mithaiwala, Vartak Nagar, Thane West, Thane - 400601",,,"19.2130215,72.9589143"
676,myBskool,College,Chennai,,,,
