,Name,Sector,City,Address,Phone,Email,Lat-Long
136,Meena Medico Agency,Companies(Private),,"Munger Ghat - Rashidpur Rd, Daniyalpur, Teghra 851133, Bihar",+91-9199802393,,
137,SVS Engineerings,Companies(Private),,"No 10/28 Thirupathi Kudai Road, Kalaivanar Nagar, Athipet Chennai 600058,TN","+91-9080522121, +91-9841075373",,
138,Dimax One,Companies(Private),,,,,
139,Indian Educational Services,Companies(Private),,,,,
140,Cliffguard Cyber Security,Companies(Private),,,,,
141,Otdp,Companies(Private),,"3c, Jamal Fazal Chambers, 26, Greams Road, Chennai,Tamil Nadu",+91-4442176630,,
142,Marketing Cafe,Companies(Private),,"Unit A1 - 506, BHARAT CITY, INDRA PRASTHA YOJANA, GHAZIABAD - 201003",+91-9717687648,,
143,Surya Masterbatches,Companies(Private),,+91-9810006430,,,
144,Modern Veer Rays Security Force,Companies(Private),,,,,
145,Swaraj,Companies(Private),,,,,
146,Digital Upshot,Companies(Private),,,,,
147,Webmite Technologies,Companies(Private),,,,,
148,The Tax Heaven,Companies(Private),,"F-14/15, Orbit Mall, Civil Lines, Jaipur-302006",+91-8209408748,,
149,Tripledots Software Services,Companies(Private),,"Sharda Battery Ln, Kumhartoli, Piska More, Ratu Road, Ranchi, Jharkhand",+91-8797107721,,
150,N R Steels,Companies(Private),,"Opp New R.V. Denim, B/H Ikra Education Narol-Sarkhej Highway, Shahwadi, Ahmedabad, Gujarat","+91-9824090109, +91-9824024295",,
151,Adarsh Stainless,Companies(Private),,"Moti Mansion Building, 5th Floor, Office No. 70, 5th Khetwadi Lane, Mumbai-400004","+91-9920787848 ,+91-2266581690",,
152,Iteshub Technologies,Companies(Private),,"Plot No 38, Near Gita Girls School, Amin Road, Kurukshetra 136118, Haryana","+91-8607224466, +91-7015812890",,
153,Inlogix Infoway,Companies(Private),,"C-329,Siddhivinayak Bussiness Tower, Near Kataria Automobiles, Makarba,Ahmedabad 380051,GJ",+91-9328530271,,
154,WNS Global Services,Companies(Private),,"Plant No. 10/11, Gate No. 4, Godrej & Boyce Complex, Pirojshanagar, Vikhroli (West), Mumbai – 400 079",+91-2268262100,,
155,SKS Tech Solution,Companies(Private),,"A 22, A Block, Sector 4, Noida 201301",,,
156,Amanya RA Softech,Companies(Private),,"SA 13/46 KM ASHOKA ENCLAVE, Sarnath, Varanasi - 221007, Uttar Pradesh",+91-9686391081,,
157,Himgiri Automobiles,Companies(Private),,,,,
158,Zonma Tech,Companies(Private),,,,,
159,Mckbytes Technologies,Companies(Private),,,,,
160,V2Soft,Companies(Private),,,,,
161,Greetcart Digital Agency,Companies(Private),,,,,
162,Futura Kitchen Sinks Ind,Companies(Private),,"2/2, Mandoth Mansion, 1st Main, BTS Main Rd, Lakkasandra Extension, Wilson Garden, Bengaluru 560030,KA",+91-482757575,,
163,Perfex Technologies,Companies(Private),,"3rd Floor, Akshaya Arcade, Plot no.5, Amar society, Madhapur, Hyderabad, Telangana 500033",+91-4066612999,,
164,Volza,Companies(Private),,,,,
165,MariApps Marine Solutions,Companies(Private),,"MariApps House, Plot No A2-09, SmartCity Kochi SEZ, Kakkanad, Ernakulam, Kochi 682042,KL",+97-1559607218,,
166,Robocon CNC,Companies(Private),,"Sr. no.31/1 Khedekar Industrial Estate, Narhe Pune",+91-9823190181,,
167,Robocon Cnc,Companies(Private),,,,,
168,Evon Stone Ceramics,Companies(Private),,,,,
169,ZIIM,Companies(Private),,"ring road i-146 2nd floor ,DSR Tower, Nehru Colony, Dehradun, Uttarakhand 248001, Dehra Dun, Uttarakhand",+91-08979521133,,
170,Business Mantra,Companies(Private),,"A - 104-105, Knox Plaza, Near Vibgyor School, Mindspace Malad West, Mumbai 400064,MH","+91-7043739901, +91-7043449901",,
171,Workfolic Enterprises,Companies(Private),,"Office No. 1606, Tower-S-3, Rishabh Cloud-9, Sector-1, Vaishali, Ghaziabad, U.P",+91-8630851074,,
172,Alrite Infotech,Companies(Private),,"1st floor, Padma Nivas, Second Cross Rd, Hindwadi, Belagavi 590011, Karnataka",+91-088824570,,
173,Think Straight,Companies(Private),,"Unit no. 1227 ,1228, Tower C in Alphathum, Sector 90, Noida, Uttar Pradesh",+91-9958159213,,
178,Spacebucks Advisory,Companies(Private),,"509, V Times Square, Sector 15, CBD Belapur,Navi Mumbai 400614,MH",+91-8793061753,,
179,EIBO Services,Companies(Private),,,,,
180,Swan Group,Companies(Private),,"Plot No. F-453, Phase-8 B, Industrial Area, SAS Nagar, Mohali",+91-8568035998,,
181,Opyra Infotech,Companies(Private),,,,,
182,Sabine Immigration,Companies(Private),,"No. 756, 2nd Floor, Jayanagar 4th Block, Bengaluru 560011,KA",+91-9740245941,,
183,Cloudmonte Technologies,Companies(Private),,"C-31 2nd Floor, C Block, Sector 6, Noida 201301,UP",+91-9310338284,,
184,Rjs Digi,Companies(Private),,,,,
185,Anubhav Advertiser,Companies(Private),,,,,
186,Shield AI Technologies,Companies(Private),,,,,
187,Coders Mind,Companies(Private),,,,,
188,Arti Electrical Consultant and License Contractor,Companies(Private),,,,,
189,Intent Farm Digital Ads and SEO Agency,Companies(Private),,"Omkar Ananta, C206, General Arun Kumar Vaidya Marg, Laxmi Nagar, Municipal Colony, Goregaon, Mumbai, Maharashtra",+91-9552219712,,
190,Landmark Homes,Companies(Private),,+91-9256034567,,,
191,Vaishnavi Packers & Movers,Companies(Private),,"34, Tollygunge Circular Rd, near Anandamayee Kali Mandir, Buroshibtalla, New Alipore, Kolkata, West Bengal 700053",+91-8967154781,,
192,Online Ads Agency,Companies(Private),,,,,
193,Greemus Technologies,Companies(Private),,"Flat no 604 Manjeera Majestic Commerical Beside Manjeera Mall, Kukatpally Housing Board Colony, Kukatpally, Hyderabad 500072, Telangana",+91-4040156759,,
194,Neue Page Service,Companies(Private),,"New No.1, Muneshwara Temple Nadugada, 1, 24th E Cross Rd, Ejipura, Bengaluru 560047, Karnataka",+91-8554349100,,
195,Digisocialmark,Companies(Private),,"Tarnaka, Hyderabad, India",+91-6302159018,,
196,Vishwas Society for Mental Health,Companies(Private),,"203, “Suraj Plaza”, 2nd Floor 196/8, 8th ‘F’ Main, KEB Office Road 3rd Block Jayanagar, Bangalore 560011,KA","+91-6364320707, +91-6364420707",,
197,Manohar Bankers,Companies(Private),,,,,
198,Birla e-bike,Companies(Private),,"C/o Saboo Tor Pvt. Ltd. (Unit IV), Trilokpur Road, Kala Amb, Sirmaur 173030,HP",+91-9882060070,,
199,Truevisory Realty,Companies(Private),,,,,
200,Valueline,Companies(Private),,,,,
201,Device Doctor India,Companies(Private),,"42, Sukhdev, near Maharana Pratap Marriage Garden, Kota 324002,RJ",+91-8114471036,,
202,BM Digital Utilization,Companies(Private),,"B-41 , B Block . Office No. G-04 , Sector- 63 Noida 201301,UP","+91-75994 90885, +91-96673 71301",,
203,Glass Manufacturer,Companies(Private),,,,,
204,Hosting Home,Companies(Private),,,,,
205,Cendrol Constructions,Companies(Private),,"299-288, 3rd floor Outer Ring Rd, Jeewan Griha Colony, 2nd Phase, JP Nagar, Bangalore 560076,KA",+91-974-197-7477,,
206,Transdigital Technology Services,Companies(Private),,"Pranik Chambers, A-213, Saki Vihar Rd, Tunga, Ansa Industrial Estate, Nair Wadi, Asalpha, Mumbai 400072,MH",+91-9987638215,,
207,Designing Mafia,Companies(Private),,"G-62, Near Temple Govindpuram, 201013 Ghaziabad",+91-9818941798,,
208,Kapil Packaging,Companies(Private),,"Plot no. 40, Pocket-C, Sector-4, DSIIDC, Bawana Industrial Area, Delhi",+91-9899292292,,
209,DeveloperBox Innovations,Companies(Private),,,,,
210,Tomar Construction,Companies(Private),,,,,
211,Webesta Solutions,Companies(Private),,+91-6205488859,,,
212,TipTop Planet,Companies(Private),,,,,
213,Jayna Technologies,Companies(Private),,"S-11, Opp. BSNL Telephone Exchange, Near Rajasthani Boutique, Avas Vikas, Roorkee",+91-8791343936,,
214,Avid Brio,Companies(Private),,"Ahmedabad, Gujarat, India",+91-919-300-6224,,
215,Physics Wallah,Companies(Private),,,,,
216,Estrrado Technology Solutions,Companies(Private),,"ACE 07, 3rd Floor, CDAC Building, Technopark Campus Trivandrum – 695581, Kerala",+91-977840817,,
217,Giec Global,Companies(Private),,"1510A, 3rd Floor, Street No. 1, South Extension I, Wazir Nagar, New Delhi, Delhi",+91-8287070528,,
222,Webtech Core,Companies(Private),,+91-9110170824,,,
223,24Bit System,Companies(Private),,"Shop No 4, 1st Floor,Sector 27 Noida",+91-7840002466,,
224,Brand Liaison India,Companies(Private),,"110, Sharma Complex A-2, Guru Nanak Pura, Laxmi Nagar Delhi 110092, DL","+91-8130615678, +91-9250056788, +91-9810363988, +91-1142686678",,
225,Analytical Technologies Limited,Companies(Private),,"67 & 68, Ravi Park Opp.Sainath park Vasna Road, Baroda 390015,GJ",+91-2652253620,,
226,Corefield Technologies,Companies(Private),,,,,
227,Eviig,Companies(Private),,"Dahisar, Mumbai",+91-9082556032,,
228,Digitverse,Companies(Private),,,,,
229,Purple Pro Media,Companies(Private),,,,,
230,Raghuram Pradeep Constructions (India),Companies(Private),,"Raghuram Infrastructure (India) Private Limited, H.No: 8-1-305 & 306, Flat No: 601, Anand Silicon Chip,Toli Chowki, Hyderabad 500008,TL",+91-7070787979,,
231,Agacs Pvt Ltd,Companies(Private),,"501, 5th Floor, Sai Tirumala Towers, Hyderguda – Basheerbagh Main Road, Hyderabad 500029,TL","+91-9505000900, +91-8801571290",,
232,Synergyooh,Companies(Private),,"94/148, Madhyam Marg, Mansarovar Sector 9, SFS, Mansarovar, Jaipur 302020,RJ",+91-9314072430,,
233,Xiimba Ecosystems,Companies(Private),,,,,
234,Digital Script,Companies(Private),,,,,
235,Alpha Sand,Companies(Private),,"Om Sri Annapoorneshwari Devi Complex, No. 2/A, 3rd floor, 6th main, MS Ramaiah Enclave Main Rd, Near IKEA Nagasandra, Nagasandra Post, Bengaluru 560073,KA",+91-6366828282,,
236,Penclusive,Companies(Private),,,,,
237,Web Climbers SEO,Companies(Private),,"New Delhi 5/F, Caddie Commercial Tower, Aerocity, New Delhi, India",,,
238,Legal Responser,Companies(Private),,"Gurugram, India",+91-8744908231,,
239,Coherent Market Insights,Companies(Private),,"203, 2nd Floor, Bremen Business Center, Aundh, Pune, Maharashtra",+91-8482850837,,
240,Netfosys Global,Companies(Private),,,,,
241,SymphonyAI,Companies(Private),,,,,
242,Cheapohosting,Companies(Private),,"aipur, Rajasthan, India",+91-7976232195,,
243,Zealotech,Companies(Private),,"301, Genesis Office, 3rd Floor, Panchasheel Nagar, Mumbai Naka, Nashik 422002, MH",+91-253- 4037442,,
244,Yuvatha Ngo,Companies(Private),,"1-7-139/72/A-1, SRK Nagar, Golconda Cross Roads, Musheerabad, Hyderabad 500020, TS",+91-9704111841,,
245,Yein Udaan,Companies(Private),,"8-B/53, Wellingdon Estate, Commander In Chief Road, Egmore, Chennai 600008, TN",+91-9962281019,,
246,VPRP and Co,Companies(Private),,"B-013, Western Edge-II, Borivali East, Mumbai 400066, MH","+91-22-65074041, +91-9326367265",,
247,VJM and Associates,Companies(Private),,"44, Regal Building, Backary Portion, 2nd Floor, New Delhi 110001, DL","+91-9891576441, +91-9213397070, +91-9911887030",,
248,Vijay R Singh and Co,Companies(Private),,"5-B, Savitri Sadan, Sharma Compound, Opposite Abhyudya Bank, Old Nagardas Road, Andheri East, Mumbai 400069, MH","+91-22-28389228, +91-7700007801, +91-7718904090, +91-7900179494",,
249,Victory Art Foundation,Companies(Private),,"1203, Marathon Icon, Opposite Peninsula Park, Ganpatrao Kadam Marg, Lower Parel West, Mumbai 400013, MH",+91-22-61543000,,
250,Vatsalya Trust,Companies(Private),,"11, Near Oriemtal College, Sector 2, Sanpada, Navi Mumbai 400705, MH","+91-8422883141, +91-8422883148, +91-8591046910",,
251,Vasantha Memorial Trust,Companies(Private),,"A-106, Kailash Industrial Complex, Vikhroli Powai Link Road, Vikhroli West, Mumbai 400079, MH","+91-9791048379, +91-9894089379",,
252,VAP and Associates,Companies(Private),,"01 & 02, Nidhi Mudra Apartments, Ambapeth, Amravati 444601, MH",+91-721-2568078,,
253,Umang foundation,Companies(Private),,"1506, Ruby Building, Nirmal Lifestyles Residency, Phase 2, LBS Marg, Mulund West, Mumbai 400080, MH",+91-9819940222,,
254,Udyogini,Companies(Private),,"D-17, Basement, Saket, New Delhi 110017, DL",+91-9319620533,,
255,Udyogamitra,Companies(Private),,"142, Cabin 5, 1st Floor, 5th Main Road, 6th Sector, HSR Layout, Bengaluru 560102, KA",,,
