,Name,Sector,City,Address,Phone,Email,Lat-Long
167,Navsahyadri Education Society's Group of Institutions,College,  (2099),,,,
168,Sahyadri Valley College of Engineering and Technology,College,Mumbai (All)  (1784),,,,
169,Jayawantrao Sawant Institute of Management and Research,College,  (1784),,,,
170,"Balaji Institute of Modern Management, Sri Balaji University",College,Hyderabad  (1113),,,,
171,IES's Management College and Research Centre,College,  (1113),,,,
172,All India Shri Shivaji Memorial Society's Institute of Information Technology,College,Kolkata  (852),,,,
173,SKN Sinhgad Institute of Technology and Science,College,  (852),,,,
174,"Edge Metaversity, Mumbai",College,Mumbai,,,,
175,Jayawantrao Sawant College of Education,College,  (843),,,,
176,Neville Wadia Institute of Management Studies and Research,College,V.K Joag Path,,,,
177,"Balaji Institute of International Business, Sri Balaji University",College,Pvt,,,,
178,Parvatibai Genba Moze College of Engineering,College,,,,,
179,Jayawantrao Sawant College of Education,College,3.6,,,,
180,"Amity University, Mumbai",College,Mumbai,,,,
181,Fr. Conceicao Rodrigues College of Engineering,College,3.3,,,,
182,"Atharva College of Engineering, The Atharva Educational Trust",College,3.3,,,,
183,Genba Sopanrao Moze College Of Engineering,College,Tathawade,,,,
184,"Wingsss Aviation and Hospitality, Pune",College,Pune,,,,
185,Indian Institute of Digital Education,College,Pvt,,,,
186,"Kirloskar Institute of Management, Pune",College,Pune,,,,
187,Dr. D.Y. Patil College Of Engineering And Innovation,College,4.3,,,,
188,International Institute of Management Studies (IIMS Pune),College,Pune,,,,
189,"International Institute of Aviation, Pune",College,Pune,,,,
190,Rajarshi Shahu College of Education,College,4.4,,,,
191,JSPM - TSSM's Padmabhooshan Vasantdada Patil Institute of Technology,College,BIIB is among top 11 B-schools in India-Source : Times Of India B-School Survey (February 2021),,,,
192,Universal College of Engineering,College,Wagholi,,,,
193,"Mukesh Patel School of Technology Management & Engineering, NMIMS, Mumbai",College,Mumbai,,,,
194,Jagdish Sheth School of Management (JAGSoM),College,Pvt,,,,
195,Thakur Institute of Management Studies and Research - TIMSR,College,,,,,
196,Mahavir Education Trust's Shah and Anchor Kutchhi Engineering College (SAKEC),College,4.4,,,,
197,"D.Y Patil International University, Pune",College,Pune,,,,
198,MIT School of Engineering & Science,College,Hadapsar,,,,
199,"Symbiosis Institute of International Business, Symbiosis International, Pune",College,Pune,,,,
200,"Indira Institute of Aircraft Engineering, Pune",College,Pune,,,,
201,"International Institute of Information Technology, Pune",College,Pune,,,,
202,St. Francis Institute of Management and Research,College,Delhi/NCR  (3185),,,,
203,Pimpri Chinchwad College of Engineering and Research,College,  (3185),,,,
204,JSPM’s Imperial Adyapak Vidyalay,College,Bangalore  (2099),,,,
205,JSPM's Jayawantrao Sawant College of Commerce and Science,College,  (2099),,,,
206,ASM's Institute of Business Management and Research,College,Mumbai (All)  (1784),,,,
207,Keystone School of Engineering,College,  (1784),,,,
208,Xavier Institute of Engineering,College,Hyderabad  (1113),,,,
209,"School of Management, MIT WPU",College,  (1113),,,,
210,Rajarshi Shahu College of Pharmacy and Research,College,Kolkata  (852),,,,
211,"Symbiosis Institute of Digital and Telecom Management, Symbiosis International, Pune",College,Pune,,,,
212,"Symbiosis Institute of Computer Studies and Research, Symbiosis International, Pune",College,Pune,,,,
213,B. R. Harne College of Engineering and Technology,College,,,,,
214,Balaji Law College,College,4.6,,,,
215,Jayawantrao Sawant College of Pharmacy and Research,College,4.6,,,,
216,"Symbiosis Centre for Information Technology, Symbiosis International, Pune",College,Pune,,,,
217,"Amity University, Mumbai",College,Mumbai,,,,
218,"School of Management, MIT WPU",College,Model Colony,,,,
219,JSPM’s Jayawantrao Sawant Institute of Pharmacy,College,Pvt,,,,
220,"Indira Institute of Aircraft Engineering, Pune",College,Pune,,,,
221,Siddhant College of Engineering,College,3.4,,,,
222,"Symbiosis Centre for Management Studies, Symbiosis International, Pune",College,Pune,,,,
223,Vidya Prasarini Sabha's College of Engineering and Technology (VPSCET),College,thane,,,,
224,"School of Management, MIT WPU",College,Pvt,,,,
225,"MIT SOM College, MIT WPU",College,,,,,
226,MET Institute of Management,College,2.4,,,,
227,SIES College of Management Studies,College, +5 ,,,,
228,N.L. Dalmia Institute of Management Studies and Research,College,1.5,,,,
229,"ICFAI Business School, Mumbai",College,Mumbai,,,,
230,JSPM's Jayawantrao Sawant College of Commerce and Science,College,Tathawade,,,,
231,"MIT College of Management, MIT-ADT University",College,Hadapsar,,,,
232,"Anil Surendra Modi School of Commerce, NMIMS, Mumbai",College,Mumbai,,,,
233,Thadomal Shahani Engineering College,College,Pune  (1420),,,,
234,"Symbiosis Institute of International Business, Symbiosis International, Pune",College,Pune,,,,
235,upGrad,College,Delhi/NCR  (3185),,,,
236,"Symbiosis School of Sports Sciences, Symbiosis International, Pune",College,Pune,,,,
237,"S.B Patil Institute of Management, Pimpri Chinchwad Educations Trust's",College,Bangalore  (2099),,,,
238,Indira Institute of Management - IIMP,College,  (2099),,,,
239,"Faculty of Law, MIT WPU",College,Mumbai (All)  (1784),,,,
240,AIMSR - Aditya Institute of Management Studies and Research,College,  (1784),,,,
241,Indira School of Business Studies - ISBS,College,Hyderabad  (1113),,,,
242,IIEBM - Indus Business School,College,  (1113),,,,
243,Trinity Academy of Engineering,College,Kolkata  (852),,,,
244,Rajarshi Shahu College of Education,College,  (852),,,,
245,"Balaji College of Arts, Commerce and Science",College,Chennai  (843),,,,
246,Lexicon Management Institute of Leadership and Excellence,College,Wagholi,,,,
247,"Symbiosis Centre for Management & Human Resource Development, Symbiosis International, Pune",College,Pune,,,,
248,Lala Lajpatrai Institute of Management (LLIM),College,,,,,
249,Tolani Maritime Institute- TMI,College,4.5,,,,
250,JSPM’s Jayawantrao Sawant Institute of Pharmacy,College, +3 ,,,,
251,"Balaji Institute of Modern Management, Sri Balaji University",College,Selected Applications open. Apply Now,,,,
252,"Al Ameen Education & Medical Foundation’s, College of Engineering & Management Studies",College,Apply Now,,,,
253,Dr. D.Y. Patil B-School,College,Hinjewadi,,,,
254,"Faculty of Liberal Arts, MIT WPU",College,Hinjewadi,,,,
255,"MIT School of Bio-Engineering Sciences and Research, MIT-ADT University",College,Pvt,,,,
256,Nutan College of Engineering and Research,College,,,,,
257,"ISB&M - International School of Business and Media, Pune",College,Pune,,,,
258,Sharadchandra Pawar College of Engineering,College,Mahalaxmi,,,,
259,"School of Government, MIT WPU",College,Mahalaxmi,,,,
260,upGrad,College,Pvt,,,,
261,ISBM College of Engineering,College,,,,,
262,Smt. Kashibai Navale College of Engineering,College,3.7,,,,
263,Suman Ramesh Tulsiani Technical Campus-  Faculty of Engineering (SRTTC Kamshet),College, +4 ,,,,
264,DY Patil PGDM Institute,College,Talegaon Dabhade,,,,
265,Wingsss College of Aviation Technology,College,Hadapsar,,,,
266,Suryadatta Institute of Management and Mass Communication,College,Pune  (1420),,,,
267,"All India Shri Shivaji Memorial Society's, Institute of Management",College,  (1420),,,,
268,"St. Xavier's College, Mumbai",College,Mumbai,,,,
269,Fergusson College,College,  (3185),,,,
270,"Mithibai College of Arts, Chauhan Institute of Science & Amrutben Jivanlal College of Commerce and Economics",College,Bangalore  (2099),,,,
271,Trinity College of Engineering and Research,College,  (2099),,,,
272,Chetana's Institute of Management and Research,College,Mumbai (All)  (1784),,,,
273,Universal AI University,College,  (1784),,,,
274,Dr. D.Y. Patil Vidyapeeth Global Business School And Research Centre,College,Hyderabad  (1113),,,,
275,MET Institute of Post Graduate Diploma in Management,College,  (1113),,,,
276,Lokmanya Tilak Municipal Medical College,College,Kolkata  (852),,,,
277,Seth Gordhandas Sunderdas Medical College and KEM Hospital,College,Parel,,,,
278,Nutan Maharashtra Institute of Engineering and Technology,College,,,,,
279,KJ College of Engineering and Management Research,College,4.2,,,,
280,SIT - Sinhgad Institute of Technology,College, +4 ,,,,
281,S K Somaiya College,College,4.1,,,,
282,AIMSR - Aditya Institute of Management Studies and Research,College,4.1,,,,
283,SKN Sinhgad School of Business Management,College,Talegaon Dabhade,,,,
284,"Amity Global Business School, Mumbai",College,Mumbai,,,,
285,"Dr. D.Y. Patil College of Pharmacy, Akurdi",College,Pvt,,,,
286,Amity University Online,College,,,,,
287,Management and Research Centre V.M.D. Lotlikar Vidya Sankul,College,4.1,,,,
288,Durgadevi Saraf Institute of Management Studies,College, +5 ,,,,
289,"MIT Arts, Commerce and Science College",College,Kondhwa,,,,
290,"MIT School of Computing, MIT-ADT University",College,Kondhwa,,,,
291,"Department of Management Sciences, Pune University (PUMBA)",College,Pune,,,,
292,Parle Tilak Vidyalaya Association’s Institute of Management - PTVAIM,College,,,,,
293,Grant Medical College,College,4.4,,,,
294,SIOM - Sinhgad Institute of Management,College, +3 ,,,,
295,Vivekanand Business School (VBS),College,4.2,,,,
296,Durgadevi Saraf Global Business School,College,4.2,,,,
297,RIIM - Arihant Group of Institutes,College,Lonavla,,,,
298,"Medical College, Bharati Vidyapeeth",College,Lonavla,,,,
299,"Alkesh Dinesh Mody Institute for Financial and Management Studies, University of Mumbai",College,Mumbai,,,,
300,GNIMS Business School,College,,,,,
301,Oasis College of Science and Management,College,3.8,,,,
302,Aditya School of Business Management,College, +3 ,,,,
303,MIMA Institute of Management,College,Vidya Vihar,,,,
304,"School of Management, Ajeenkya DY Patil University",College,Vidya Vihar,,,,
305,Alard Group of Institutes,College,Hinjewadi,,,,
306,SRBS - Sheila Raheja School of Business Management & Research,College,Pvt,,,,
307,Armed Forces Medical College,College,,,,,
308,Thakur Institute of Management Studies and Research - TIMSR,College,4.1,,,,
309,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",College, +9 ,,,,
310,ZEAL Institute of Management and Computer Application,College,Bandra East,,,,
311,Atharva School of Business,College,Bandra East,,,,
312,"Topiwala National Medical College, Mumbai",College,Mumbai,,,,
313,"Government Polytechnic, Mumbai",College,Mumbai,,,,
314,"Poona College of Pharmacy, Bharati Vidyapeeth",College,4.2,,,,
315,ILS Law College,College, +7 ,,,,
316,"Modern College of Arts, Science and Commerce, Progressive Education Society",College,Wanowrie,,,,
317,DY Patil Akurdi MBA,College,Wanowrie,,,,
318,Maharashtra National Law University Mumbai,College,Mumbai,,,,
319,SBS - Sinhgad Business School,College,,,,,
320,"D Y Patil University, Pune",College,Pune,,,,
321,Bhavan's College,College, +5 ,,,,
322,K J Somaiya College of Science and Commerce,College,Kandivali East,,,,
323,Byramjee Jeejeebhoy Government Medical College and Sassoon General Hospitals,College,Kandivali East,,,,
324,Vishwakarma University,College,Pvt,,,,
325,Bombay College of Pharmacy,College,Mumbai,,,,
326,"MIT Institute of Design, MIT-ADT University",College,3.9,,,,
327,"Government College of Engineering & Research, Avasari Khurd",College, +5 ,,,,
328,RMD Sinhgad School of Management Studies,College,Pimpri,,,,
329,"Dr. D.Y. Patil Arts, Commerce and Science College",College,Pimpri,,,,
330,Government Polytechnic Pune,College,Pune,,,,
331,"Jai Hind College, Mumbai",College,Mumbai,,,,
332,H.K. Institute of Management Studies and Research,College,3.8,,,,
333,Mulshi Institute of Business Management,College,Pune,,,,
334,Rajarshi Shahu College of Pharmacy and Research,College,Pvt,,,,
335,Thakur College of Science and Commerce,College,,,,,
336,FLAME University,College,4.0,,,,
337,Sadhu Vaswani Institute of Management Studies for Girls (SVIMS Pune),College,Pune,,,,
338,Imperial College of Engineering and Research,College,Tathawade,,,,
339,"Symbiosis School of Culinary Arts, Symbiosis International, Pune",College,Pune,,,,
340,"Symbiosis Institute of Health Sciences, Symbiosis International, Pune",College,Pune,,,,
341,SP Jain School of Global Management,College,,,,,
342,MET Institute of  Pharmacy,College,4.2,,,,
343,"Government Law College, Churchgate",College, +1 ,,,,
344,"ICRI - Institute of Clinical Research India, Mumbai",College,Mumbai,,,,
345,"Dr. D. Y. Patil College of Physiotherapy, Dr. D. Y. Patil Vidyapeeth",College,Kandivali East,,,,
346,Bharati Vidyapeeth,College,,,,,
347,"Ajeenkya DY Patil University, School of Engineering",College,4.0,,,,
348,Ness Wadia College of Commerce,College, +2 ,,,,
349,International School of Management Studies,College,Lavale Village,,,,
350,"SIES College of Arts, Science and Commerce",College,Lavale Village,,,,
351,"D. Y. Patil Institute of Master of Computer Applications and Management, Akurdi",College,Pvt,,,,
352,KJ Somaiya Medical College,College,,,,,
353,"New Law College, Bharati Vidyapeeth",College,4.3,,,,
354,H.R. College of Commerce and Economics,College, +9 ,,,,
355,"College of Ayurved, Bharati Vidyapeeth",College,3.9,,,,
356,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Mumbai",College,Mumbai,,,,
357,Jayawantrao Sawant College of Pharmacy and Research,College,Selected Applications open. Apply Now,,,,
358,"ICRI - Ajeenkya DY Patil University, Pune",College,Pune,,,,
359,Dr. D. Y. Patil Dental College and Hospital,College,Koregaon Park,,,,
360,Kishinchand Chellaram College,College,Koregaon Park,,,,
361,Indian Institute for Aeronautical Engineering and Information Technology,College,Shivane,,,,
362,"Ramniranjan Jhunjhunwala College of Arts, Science and Commerce",College,Pvt,,,,
363,Dr. D.Y. Patil College of Ayurved and Research Centre,College,,,,,
364,The Bombay Flying Club,College,Mumbai,,,,
365,Sai Balaji International Institute of Management Sciences (SBIIMS),College,– / –,,,,
366,"Narsee Monjee College of Commerce & Economics, Mumbai",College,Mumbai,,,,
367,"IndSearch Institute of Management Studies and Research, Bavdhan Campus",College,Ghatkopar West,,,,
368,SNDT College,College,Pvt,,,,
369,NDA - National Defence Academy,College,,,,,
370,Jayawant Institute of Management Studies,College,4.0,,,,
371,Tolani Maritime Institute- TMI,College, +2 ,,,,
372,Indira College of Commerce and Science,College,3.6,,,,
373,"INSOFE School of Data Science, Vijaybhoomi University",College,3.6,,,,
374,Xavier Institute of Management and Research,College,Pune,,,,
375,H.B.T. Medical College And Dr. R.N. Cooper Municipal General Hospital,College,Pune,,,,
376,"MGM Medical College, Navi Mumbai",College,Mumbai,,,,
377,DR. D. Y. Patil Institute of  Pharmaceutical Sciences and Research,College,,,,,
378,TMV - Tilak Maharashtra Vidyapeeth,College,Vile Parle West,,,,
379,"Government College of Engineering and Research, Avasari",College,Vile Parle West,,,,
380,"D. G. Ruparel College of Arts, Science and Commerce",College,Pvt,,,,
381,"Symbiosis Institute of Design, Symbiosis International, Pune",College,Pune,,,,
382,"B.K. Birla College of Arts, Science and Commerce",College,3.2,,,,
383,"Symbiosis College of Arts & Commerce, Pune",College,Pune,,,,
384,AIMS - Atharva Institute of Management Studies,College,Hinjewadi,,,,
385,Pune Institute of Aviation Technology,College,Pune,,,,
386,Tilak Ayurved Mahavidyalaya,College,,,,,
387,Jayawantrao Sawant Institute of Management and Research,College,4.3,,,,
388,Industrial Design Centre - IIT Bombay,College,Mumbai,,,,
389,Sinhgad College of Science,College,Ambegaon Bk.,,,,
390,"B.P. Marine Academy, Panvel",College,Pvt,,,,
391,"Maharashtra Institute of Medical Education and Research, Talegaon",College,,,,,
392,K J Somaiya College of Arts and Commerce,College,3.5,,,,
393,"Symbiosis Medical College for Women, Symbiosis International, Pune",College,Pune,,,,
394,Dr. D. Y. Patil School of Engineering and Technology,College,3.1,,,,
395,"Institute of Distance and Open Learning, University of Mumbai",College,Mumbai,,,,
396,"Dr. D.Y.Patil Pratishthan's, Y.B.Patil Polytechnic",College,Panvel,,,,
397,"Guru Nanak Khalsa College of Arts, Science and Commerce",College,Panvel,,,,
398,Symbiosis Skills and Professional University,College,Pvt,,,,
399,Arena Animation,College,,,,,
400,JSPM University,College,4.1,,,,
401,"Institute of Forensic Science, Mumbai",College,Mumbai,,,,
402,H.K. College of Pharmacy,College,2.7,,,,
403,"MIT School of Bio-Engineering Sciences and Research, MIT-ADT University",College,Pune,,,,
404,"ASM (CSIT) College of Commerce, Science and Information Technology",College,Pune,,,,
405,Dr. D. Y. Patil College of Nursing,College,Pvt,,,,
406,AIMS Institute of Management Studies,College,,,,,
407,International Institute of Sports Management,College, +1 ,,,,
408,Principal K.M. Kundnani College of Pharmacy,College,– / –,,,,
409,Sir J.J College of Architecture,College,Vidya Vihar,,,,
410,"KJ Somaiya College of Physiotherapy, Somaiya Vidyavihar University",College,Vidya Vihar,,,,
411,"BVMC - Bharati Vidyapeeth University Medical College, Pune",College,Pune,,,,
412,Nagindas Khandwala College,College,,,,,
413,Smt. Kashibai Navale Medical College and General Hospital,College,4.2,,,,
414,"Nair Hospital Dental College, Mumbai",College,Mumbai,,,,
415,Samundra Institute of Maritime Studies,College,3.5,,,,
416,Dr. D.Y.Patil Polytechnic (DYPP),College,Lavale,,,,
417,JSPM's Jayawantrao Sawant College of Commerce and Science,College,Hadapsar,,,,
418,"R.A. Podar College of Commerce and Economics, S.P. Mandali",College,,,,,
