,Name,Sector,City,Address,Phone,Email,Lat-Long
20237,Vaikom Kanji Kada,Retail,Kerala, Vagamon,,,"9.6772664,76.9113991"
20238,Sabu'S Hotel,Retail,Kerala, Vagamon,,,"9.7010919,76.9536874"
20239,Hotel Veettil Oonu,Retail,Kerala, Upputhara,,,"9.718591,76.952305"
20240,Alsafa Hotel,Retail,Kerala,,,,"9.6884929,76.9061093"
20241,Palette People Artists Residency,Retail,Kerala,Ulupponni Kottamala,,,"9.7281804,76.8980926"
20242,Mallikayil Hotel,Retail,Kerala, Vagamon,,,"9.6883813,76.9062941"
20243,Golden Arabic Food,Retail,Kerala,,,,"9.6878895,76.9060316"
20244,Chinnus Restaurant,Retail,Kerala,,,,"9.7174170576,76.9316712883"
20245,Palette Multi-Cuisine Restaurant,Retail,Kerala,Opposite Moon MalaPalette Hill View Resort,,,"9.706789,76.936523"
20246,Hotel Vagaland,Retail,Kerala, Pullikkanam,,,"9.6878443,76.9057396"
20247,Anoki Restaurant,Retail,Kerala, Elappara Road,,,"9.673503,76.913691"
20248,Vagamon Hill Valley,Retail,Kerala,Opposite Arapucad Tunnel Idukki,,,"9.678697,76.92245"
20249,Punjabhi Dhaba Family Restaurant,Retail,Kerala, Kovalam Beach,,,"8.4003661,76.9801256"
20250,Apna Punjabi Dhaba,Retail,Kerala,,,,"8.3984579,76.9818319"
20251,Taste Of Kerala,Retail,Kerala,Near State Bank Of India ATM and Kovalam Junction Kovalam Beach,,,"8.3939688,76.9786436"
20252,Bait (Taj Green Cove Resort & Spa),Retail,Kerala, Kovalam Beach,,,"8.403961,76.973953"
20253,Vintage Punjabi Dhaba,Retail,Kerala,Kovalam Beach Road Kovalam Beach,,,"8.3957681,76.9799694"
20254,Sanjeevini Restaurant,Retail,Kerala,Samudra Beach Near Country Spa Country Spa Rd hhhb,,,"8.399206,76.973506"
20255,The Pantry,Retail,Kerala,Opposite Apsara Threatre Kovalam Beach,,,"8.3988802,76.9818171"
20256,Kingfisher restaurant & SEA FOOD CORNER,Retail,Kerala,Near Hawa Beach Kovalam HO,,,"8.3869717,76.9769157"
20257,Coconut Grove,Retail,Kerala, Kovalam Ho,,,"8.3861484644,76.9783915579"
20258,Swiss Cafe,Retail,Kerala,Near Shivas Tours Travels Kovalam Ho,,,"8.3869064,76.9770873"
20259,The Curry Pot Restaurant,Retail,Kerala, Kovalam Beach,,,"8.4021041,76.9737338"
20260,The Courtyard International (Uday Samudra Leisure Beach Hotel & Spa),Retail,Kerala,Near Samudra Beach Kovalam Beach,,,"8.4018822,76.9724991"
20261,The Chef's Studio,Retail,Kerala, Vazhamuttom,,,"8.4105197,76.9768161"
20262,Emaar Kitchen,Retail,Kerala,,,,"8.3990119,76.9820342"
20263,Molly's Retreat Restaurant,Retail,Kerala, Kovalam Beach,,,"8.402257,76.974027"
20264,Roof Top,Retail,Kerala, Kovalam HO,,,"8.3851935241,76.9796605781"
20265,Sanjeevni Restaurant,Retail,Kerala,Behind Ktdc Hotel Koval Beach Kovalam HO,,,"8.3990355,76.9737186"
20266,Catamaran (Turtle On The Beach Hotel),Retail,Kerala, Kovalam Beach,,,"8.3903957,76.9762042"
20267,Sea View Restaurant,Retail,Kerala,Near Bus Stop,,,"8.3902489,76.975066"
20268,Leo Restaurant,Retail,Kerala,Near Pappukutty Beach Resort Kovalam HO,,,"8.3863983,76.9780143"
20269,Ali Baba & 41 Dishes,Retail,Kerala,Opposite to Veekay Tower Kuruppam Road,8123380725.0,,"10.518934694444,76.211155388889"
20270,Thomason's Casa Restaurant,Retail,Kerala, Ikkanda Warrior Road Thrissur HO,7383545727.0,,"10.521169638889,76.224288916667"
20271,Alzaki Restaurant,Retail,Kerala,Near Ansar Hospital Perumpilavu,8401585619.0,,"10.701734,76.090217"
20272,Indian Palace Restaurant,Retail,Kerala,Near Old Police Station Pudukad,8485956917.0,,"10.437262527778,76.253707861111"
20273,Blue Star Biryani Hut,Retail,Kerala,Near Jubilee Mission Hospital Thrissur East,9054440662.0,,"10.519985,76.2257018"
20274,Keif Restaurant,Retail,Kerala,Near Salafi Masjid Vadakkekad,8485953405.0,,"10.6491101,76.0101791"
20275,Moosas Biriyani House,Retail,Kerala,Near By Mosque,8460484798.0,,"10.5164823,76.2126947"
20276,Kerala Inn Foodcourt,Retail,Kerala,Near Bypass Bus Stop Athani,,,"10.625544444444,76.223944444444"
20277,Leo Desserts,Retail,Kerala,Near National Highway Triprayar,,,"10.4096252,76.1093002"
20278,Kallada Restaurant,Retail,Kerala, Mannuthy,,,"10.5294325,76.2595367"
20279,Charcoal Delights,Retail,Kerala,Near Mathews Auditorium Kunnamkulam,,,"10.662898,76.099108"
20280,Grill Inn Restaurant,Retail,Kerala,Near Koorkenchery Thrissur East,,,"10.503498,76.211596"
20281,Ikku Bhais Kuzhimanthi Kada,Retail,Kerala, irinjalakuda,,,"10.343030828099,76.216058052972"
20282,Hao Ming Chinese Restaurant,Retail,Kerala,Near St Thomas College Thrissur Ho,,,"10.524901944444,76.220152"
20283,Balaji Restaurant Veg & Non Veg,Retail,Kerala,Opposite Ksrtc Bus Station Guruvayur,,,"10.595783924,76.0369080305"
20284,Tonico Cafe,Retail,Kerala,Near Mutingoor Signal Muringoor Vadakkummuri,,,"10.278876,76.3443522"
20285,Monks Inn,Retail,Kerala,Near Kalyan Hero Opposite Brand Factory kottappuram,,,"10.5237558,76.2092857"
20286,Mody Live Food Court,Retail,Kerala,Opposite Municipal Town Hall Potta,,,"10.3355835225,76.3381123915"
20287,Soul Kitchen Co,Retail,Kerala,Christ College Junction irinjalakuda north,,,"10.3543723,76.2182775"
20288,Hotel Akshaya,Retail,Kerala, Guruvayur,,,"10.60416096,76.04425397"
20289,Le Lumiere Restaurant,Retail,Kerala,Opp Law College PMG Vanchiyor,,,"8.508390972222,76.943961"
20290,Varnam Sea Food Restaurant,Retail,Kerala,Opposite to Dcc Office Palayam,7022321086.0,,"8.5029834,76.953754"
20291,Velvet Dawn Cafe & Restaurant,Retail,Kerala,Opposite Aham Boutique Sasthamangalam,7947162511.0,,"8.511783694444,76.969393638889"
20292,Mothers Veg Plaza,Retail,Kerala, Palayam,8487031810.0,,"8.5003097,76.9531832"
20293,Krishna Hotel Kattachalkuzhi,Retail,Kerala,Opposite Coconut Research Centre Balaramapuram,8401289123.0,,"8.4046391,77.024826"
20294,Than'eem Family Restaurant,Retail,Kerala,Near G G Hospital and Cosmo Hospital,,,"8.515664,76.934577"
20295,The Yellow Chilli,Retail,Kerala,Near Narmada Shopping Complex Kowdiar,8460529934.0,,"8.5137123,76.9524661"
20296,Caffe Italiano,Retail,Kerala,Near Helipad Varkala,9725473748.0,,"8.7382888,76.700056"
20297,Hotel Annapoorna,Retail,Kerala,Opposite PRS Hospital Killipalam,7487958235.0,,"8.4816323,76.958802"
20298,Marhaba Restaurant,Retail,Kerala,Opposite Nss Karayogam Sasthamangalam,,,"8.513695694444,76.978988888889"
20299,Zeit Resturant,Retail,Kerala,Opposite Reliance Trends Varkala,9054767593.0,,"8.737643055556,76.701843055556"
20300,Al Haja Vazhiyorakkada,Retail,Kerala,Near Poovanpara Bridge Alamcode,,,"8.7128958,76.8118867"
20301,Lafolei Clicks,Retail,Kerala,Near Alamcode Juma Masjid Alamcode,9054775312.0,,"8.7238894,76.8124237"
20302,Sree Vinayaka Hotel,Retail,Kerala,Opposite Indian Oil Office Enjakkal,7383618039.0,,"8.4786631,76.9354513"
20303,THE AFC (AMERICAN FRIED CHICKEN),Retail,Kerala,Inchakkal Junction Vallakkadavu,9035679070.0,,"8.478651916667,76.93544"
20304,Opr Family Restaurant,Retail,Kerala,Near Shivas Sports Hub Pallichal,8735029398.0,,"8.4386571,77.0181053"
20305,Irani Fast Food and Caterers,Retail,Kerala, Manikandeswaram,9724820368.0,,"8.54292958,76.98206421"
20306,The AFC(American Fried Chicken),Retail,Kerala,Mar Ivanios College Nalanchira,7947463286.0,,"8.5488101,76.940597"
20307,GRANDEUR MULTI CUISINE RESTAURANT BAKES & SUPERMARKET,Retail,Kerala,Near Lekshmi Restaurant Bar Mukkada,,,"8.807344,76.762154"
20308,Zam Zam Restaurant,Retail,Kerala,Opposite to MLA Hostel Palayam,,,"8.5035931,76.9497251"
20309,Sree Krishna M G Hotel,Retail,Kerala,Near Sujata Inn Munnar Ho,,,"10.081457,77.061617"
20310,Saravana Bhavan,Retail,Kerala,Munnar Market Munnar Colony,,,"10.0872906,77.0597034"
20311,Alibaba & 41 Dishes,Retail,Kerala,Near KSRTC Bus Stand,,,"10.0738864,77.0613661"
20312,Bala Restaurant,Retail,Kerala, Moolakadai,,,"10.0739071,77.0622461"
20313,Annapoorna Restaurant,Retail,Kerala,Fghfg,,,"10.091065,77.05965"
20314,Hotel Srinivas Veg Restaurant,Retail,Kerala, Munnar Colony,,,"10.0886774,77.059398"
20315,Hotel Gurubhavan ,Retail,Kerala,Near KTDC Tea County Ikka Nagar,,,"10.0877749,77.0649531"
20316,The Wind Munnar Restaurant,Retail,Kerala, Munnar HO,,,"10.017192,77.162085"
20317,Annapurna Veg Restaurant,Retail,Kerala,Near Old British Church Near Mankulammunnar Trail Moolakadai Moolakadai,,,"10.0798176,77.0620155"
20318,Guru's Hotel & Spices,Retail,Kerala, Munnar Colony,,,"10.0876251,77.064407"
20319,Rapsy Restaurant,Retail,Kerala, Pothamedu,,,"10.0880585,77.0603454"
20320,Guru's Restaurant & Spices,Retail,Kerala,Near KTDC Hotel Ikka Nagar,,,"10.0878021,77.0642721"
20321,Pizza Max,Retail,Kerala,Opposite To Silver Tips Hotel Munnar HO,,,"10.0786543,77.0628349"
20322,Sree Krishna Marwadi Gujarati Restaurant Pure Veg,Retail,Kerala, Moolakadai,,,"10.081412,77.061798"
20323,Mummy's Kitchen,Retail,Kerala, munnar ho,,,"10.07851835,77.06294654"
20324,Hotel Sangeetha,Retail,Kerala, Munnar Colony,,,"10.0875812,77.0659096"
20325,Purohit Restaurant,Retail,Kerala,Near Ikka Nagar Tea County Road,,,"10.0876323,77.0650199"
20326,Chennai Star Biryani,Retail,Kerala,Near Palathottam Colony Road ikka nagar,,,"10.08763,77.067072"
20327,Sree Krishna Restaurant,Retail,Kerala, munnar ho,,,"10.0816278,77.06161835"
20328,Maharani Hotel,Retail,Kerala,Opposite to Elanjikkal Building Munnar Ho,,,"10.0868124,77.0605637"
20329,Poomaram Ram's Kitchen,Retail,Kerala,Opposite Lulu Mal Anayara,,,"8.515775,76.898772"
20330,Bungalow 47,Retail,Kerala,Opp Chithari Juma Masjid Kanhangad,8734917852.0,,"12.3556033,75.0697685"
20331,Oryx Village,Retail,Kerala,Near Kanhangad South Jn Kanhangad South,8488918253.0,,"12.2967941,75.1021772"
20332,Quality Restaurant and Bakes,Retail,Kerala,Opposite State Bank Of India Opposite Ambika School Bekal,,,"12.4226609,75.02256"
20333,Udupi Sree Krishna Veg Restaurant,Retail,Kerala,Opposite O Ranjees Theatre,,,"12.4279893,75.0232938"
20334,Latitude (Taj Bekal Resort & Spa),Retail,Kerala,Near Kappil Beach Bekal,,,"12.42284,75.014074"
20335,Royal Casino,Retail,Kerala, Periyattadukkam,,,"12.4301498,75.0729942"
20336,Vijay Dhaba,Retail,Kerala, Poinachi,,,"12.4587232,75.0589981"
20337,By The Bay (Taj Bekal Resort & Spa),Retail,Kerala,Near Kappil Beach Malankunnu,,,"12.4233859,75.0151127"
20338,BBQ By The Pool (Taj Bekal Resort & Spa),Retail,Kerala,Near Kappil Beach Bekal,,,"12.422453,75.013917"
20339,New Oyster Restaurant,Retail,Kerala,Near Bus Stop,,,"12.4696977,75.0468946"
20340,Al Madeena Restaurant And Catering Service,Retail,Kerala,Near Periyattadukkam Town Periyattadukkam,,,"12.4289283,75.07384"
20341,Mexican Hot N Spicy Restaurant,Retail,Kerala, Periyattadukkam,,,"12.4292814,75.0732014"
20342,Hotel Kanmani,Retail,Kerala, Periyattadukkam,,,"12.4291626,75.0724608"
20343,Ferrero Cafe,Retail,Kerala,,,,"12.4240227,75.0225425"
20344,Md Rockzz,Retail,Kerala,,,,"12.4347131,75.069608"
20345,Janakiya Hotel,Retail,Kerala,,,,"12.4283598,75.0755624"
20346,Hotel Milan Chattanchal,Retail,Kerala, Chattanchal,,,"12.480161,75.057665"
20347,Hotel Century,Retail,Kerala,Cantral Medical Clg Poinachi,,,"12.4640817,75.0583128"
20348,Indian Coffee House Uduma,Retail,Kerala, Udma,,,"12.4406671,75.0248092"
20349,Mariya Family Restaurant,Retail,Kerala,Pullupara,,,"9.529316,77.228193"
20350,Toddy Parlour,Retail,Kerala, Periyar Lake,,,"9.529316,77.228193"
20351,Kripa Multi Cuisine Restaurant,Retail,Kerala,Lake Road Next to Ambadi Jn Thekkady,,,"9.5917599,77.1742404"
20352,Pizza Spot,Retail,Kerala,Thekkady,,,"9.5992565,77.1713029"
20353,Spice Haven,Retail,Kerala, Thekkady,,,"9.460967889,77.25543876"
20354,Anna's Homely Food,Retail,Kerala,Near Coffee Inn Periyar Lake,,,"9.460967889,77.25543876"
20355,Kunjar Reastaurant,Retail,Kerala,Near Entrance Gate Periyar Lake,,,"9.460967889,77.25543876"
20356,Eves Kitchen Restaurant,Retail,Kerala, Kumily,,,"9.5981475,77.1718096"
20357,Thekkady Cafe,Retail,Kerala, Thekkady,,,"9.6053479,77.1668037"
20358,Sora Grill & Gossip Thekkady,Retail,Kerala, Kumily,,,"9.61453,77.1539215"
20359,Hotel Arya Bhavan,Retail,Kerala, Amalambika Road Thekkady,,,"9.6063463,77.1672288"
20360,Vasant Vihar Veg,Retail,Kerala, Kumily,,,"9.6067057,77.164549"
20361,Gokul Pure Veg Restaurant,Retail,Kerala,Near Highrange Drug Main Street Kumily,,,"9.60777,77.1683854"
20362,Sri Ganapathi Bhojanalaya,Retail,Kerala, Thekkady,,,"9.606138222222,77.16885375"
20363,Ambadi Restaurant,Retail,Kerala, Thekkady,,,"9.60296,77.171454"
20364,Barbque Restaurant,Retail,Kerala,Near Periyar Hospital Kumily,,,"9.609205,77.168768"
20365,Laxmi Pure Veg,Retail,Kerala, Kumily,,,"9.606102,77.1674404"
20366,Bodhi Vihar Bhojanalaya,Retail,Kerala, Kumily,,,"9.6064398,77.1674809"
20367,Hotel Royal Treat,Retail,Kerala,Near Victoria College Road Tharekkad,7947173415.0,,"10.782253,76.653368"
20368,FARZI KUZHIMANTHI,Retail,Kerala,Near Town Hall Palakkad Fort,,,"10.767348972222,76.655613"
20369,London Bakes N Grills,Retail,Kerala,Near Ksrtc Stand Noorani,,,"10.767505972222,76.648162972222"
20370,Red Chillies,Retail,Kerala,Opposite Sudharma Clinical Laboratory Palakkad Fort,8460398003.0,,"10.767277972222,76.655383"
20371,Arabian grill & fry ( Idam restaurant),Retail,Kerala,Near Chennai Mobile Stadium Bypass Road,8401046599.0,,"10.769795416667,76.661666861111"
20372,Kadal Restaurant,Retail,Kerala,Near Trinity Hospital Palakkad Ho,9725533997.0,,"10.7768891,76.6701423"
20373,Aryas Sree Haran Aryas,Retail,Kerala,Near Block Office Palakkad Fort,8460481214.0,,"10.766151999722,76.658564999722"
20374,Hotel Nalanda,Retail,Kerala, Sultanpet,,,"10.7766312,76.6577043"
20375,D 9 Navaratna,Retail,Kerala, Stadium Bypass Road,,,"10.7672403,76.6603094"
20376,Pizza Hut,Retail,Kerala,Opposite Noor Jehan Grill Above KFC Stadium Bypass Road,,,"10.769358,76.6616179"
20377,Flavours Restaurant,Retail,Kerala,Near Trinity Eye Hospital Stadium Bypass Road,,,"10.7672334,76.6602658"
20378,Mulberry Chappathi Company,Retail,Kerala, Sekharipuram,,,"10.785602590511,76.656364548731"
20379,Malabar Restaurant,Retail,Kerala,Near Saravana Bhavan Erimayur,,,"10.6698955,76.5749065"
20380,Hotel Sreelakshmi,Retail,Kerala,Opposite Bus Stand Near SBI Bnk Ottapalam,,,"10.773197166667,76.376594527778"
20381,NMRS Uptown Fine Dine Restaurant,Retail,Kerala,Near Bharathmatha Hss Chandranagar Chandranagar,,,"10.772745699722,76.674930299722"
20382,Domino's Pizza,Retail,Kerala,,,,"10.7837138,76.6527938"
20383,Farzi Kuzhimanthi,Retail,Kerala,,,,"10.7673774,76.6555906"
20384,Hotel Green Star,Retail,Kerala, Pirayiri,,,"10.7744939951,76.6114335135"
20385,Shawarma Street,Retail,Kerala,Pattambi Pattambi,,,"10.8064915,76.1980551"
20386,Curryleaf Restaurant,Retail,Kerala,Kovalam Near Leela Hotel Kovalam Beach,,,"8.3984543,76.973573"
20387,Sea Rock Restaurant,Retail,Kerala, Kovalam Ho,,,"8.3878197,76.9764996"
20388,Abc Cafe & Restaurant,Retail,Kerala, Kovalam HO,,,"8.3852758,76.9794349"
20389,Lonely Planet Pure Veg Restaurant,Retail,Kerala,Behind Jeevan Beach Resort Kovalam Ho,,,"8.3869519,76.9786934"
20390,Village Kichen,Retail,Kerala, Kovalam HO,,,"8.3955348,76.9846244"
20391,Butter Fry,Retail,Kerala,,,,"8.3914585,76.9751639"
20392,The Terrace (The Leela Kovalam A Raviz Hotel),Retail,Kerala,Opposite Infinity Pool Kovalam Beach,,,"8.3937157,76.971777"
20393,The Sky Bar (The Leela Kovalam A Raviz Hotel),Retail,Kerala,Below The Main Pooldeck Area Kovalam Beach,,,"8.393606,76.971826"
20394,Kairali Restraurant,Retail,Kerala,Near Indhira Park Varkala,7947234345.0,,"8.7353845014,76.7172608813"
20395,Lekshmi Edibles Gourmet Restaurant,Retail,Kerala,Near Sngc School Ezhukone,8128139562.0,,"8.982355,76.724130833333"
20396,Grandeur Multi Cuisine Restaurant Bakes & Supermarket,Retail,Kerala,Near Lekshmi Restaurant Bar Parippally,8128398483.0,,"8.812555305556,76.758422833333"
20397,City Events & Hotels,Retail,Kerala,Near Wolkswagon Showroom Kilikollur,,,"8.920945,76.638383"
20398,Lekshmi Edibles,Retail,Kerala,Muslim Street Kottarakara,7487866477.0,,"8.98111191114,76.7764179424"
20399,Spicy Food Court,Retail,Kerala, Ayur,8128437557.0,,"8.8955736,76.8617718"
20400,Arakallu Restaurant,Retail,Kerala,Near D Life Interiors Kollam Bazar,8460456533.0,,"8.902925,76.563386"
20401,Al Fidhan Buffet Restaurant,Retail,Kerala, Polayathodu,,,"8.8786145,76.6081726"
20402,Arabian Chickens,Retail,Kerala,Near Kollam Circle Andamukkam,,,"8.8835174218,76.5912250802"
20403,Hajees Biryani House,Retail,Kerala, thirumullavaram,,,"8.900676,76.56403"
20404,Spicy Garage,Retail,Kerala,Nearby Lekshmi Bar Hotel Parippally,,,"8.8141764,76.7572991"
20405,Mughal Dharbar,Retail,Kerala, Nilamel,,,"8.8120805,76.8830655"
20406,All Spice Restaurant,Retail,Kerala,Near Post Office Chinnakada,,,"8.8864705,76.5903983"
20407,Calimiro Restaurant,Retail,Kerala,Nearkmml Panmana,,,"9.0147409,76.5365155"
20408,Soorya,Retail,Kerala, Kottiyam,,,"8.8704293,76.6715138"
20409,Ramees Restaurant,Retail,Kerala,Nr Lic Building Chinnakada,,,"8.8880973,76.5912502"
20410,Lakshmi resturent,Retail,Kerala,Opposite Madathara Busstop Parippally,,,"8.8123124,76.7601344"
20411,Fayalwan Hotel,Retail,Kerala,Near to Veliyakada Market Chinnakada,,,"8.884956,76.585101"
20412,Zaitoon Restaurant And Bakery,Retail,Kerala, kilikollur,,,"8.9282,76.64048"
20413,Ciscilla Heritage,Retail,Kerala,Nelliyampathi Seethargundu,,,"10.5072705,76.7063239"
20414,Spring Valley Restaurant,Retail,Kerala, Pulayanpara,,,"10.5349175,76.6932231"
20415,Hot Lunch Multi Cuisine Restaurant,Retail,Kerala, Pulayanpara,,,"10.5351985,76.6937397"
20416,AYYAPPANs HOMELY MEALS,Retail,Kerala,,,,"10.5992268,76.7242596"
20417,Hotel Taste And Taste,Retail,Kerala, Kollengode,,,"10.6125112,76.6833685"
20418,Sree Ganesh Bhavan,Retail,Kerala, Kollengode West,,,"10.6118414,76.7064254"
20419,Light House Shawarma,Retail,Kerala, Kollengode,,,"10.6167463,76.6966569"
20420,Blueberry Cafe & Resturant,Retail,Kerala, Kollengode,,,"10.6152798,76.6966403"
20421,Hotel Vysag Restaurant,Retail,Kerala, Kollengode,,,"10.6132566,76.6914859"
20422,Hotel Kalavara,Retail,Kerala,Kollengode Kollengode,,,"10.6120209,76.7064313"
20423,Sulu's Homely Mess,Retail,Kerala,Near Ganesh Driving School Kollengode,,,"10.6119044,76.6975471"
20424,Rayan Hotel,Retail,Kerala, Kollengode,,,"10.6125177,76.7024326"
20425,Dining Delight Restaurant,Retail,Kerala,,,,"10.6090715,76.7333765"
20426,Hotel Haneefa,Retail,Kerala, Kollengode,,,"10.6128869,76.7015976"
20427,Hotel Krishna Bhavan,Retail,Kerala, Kollengode,,,"10.6128339,76.6937535"
20428,Kilikkoodu Toddy Shop,Retail,Kerala, Kumarakom North,,,"9.6181878,76.4319816"
20429,Tharavadu Hotel And Restaurant,Retail,Kerala, Kumarakom North,,,"9.6300692,76.4298441"
20430,Vembanad The Seafood Restaurant & Bar (Taj Kumarakom Resort & Spa),Retail,Kerala, Kumarakom North,,,"9.6121559,76.4306926"
20431,Kushini Restaurant,Retail,Kerala,Opposite Indair Rubber Factory,,,"9.5911785,76.4288308"
20432,Kumarakom Toddy Parlour,Retail,Kerala, Chakrampady,,,"9.6181668,76.4320712"
20433,Menani Restaurant,Retail,Kerala,Near Trivandrum Bypass Kumarakom North,,,"9.6302003,76.4302073"
20434,The Kumarakom Kitchen,Retail,Kerala, Cheepunkal,,,"9.6359099,76.4303623"
20435,Brindhavan Pure Vegetarian Restaurant,Retail,Kerala,Near Kumarakom Town Dubai HotelOpposite St Johns Attamangalam Church Kumarakom HO,,,"9.5923184,76.4411555"
20436,Dubai Restaurant,Retail,Kerala,Opposite Attamangalam Church,,,"9.6175449,76.430095"
20437,Ponmanthuruthu Toddy Shop,Retail,Kerala, Kumarakom North,,,"9.5810812,76.4286641"
20438,Ettukettu Restaurant (Kumarakom Lake Resort),Retail,Kerala, Kumarakom North,,,"9.612583,76.430892"
20439,Greenland Family Restaurant,Retail,Kerala, Cheepunkal,,,"9.6356624,76.4303609"
20440,Pimento Multi Cuisine Restaurant,Retail,Kerala,,,,"9.5911785,76.4288308"
20441,The Curry Leaf- Kumarakom Kitchen,Retail,Kerala, Kumarakom North,,,"9.5935199,76.432724"
20442,Kumarakom Bbq,Retail,Kerala, Kavanattinkara,,,"9.6304021,76.4301637"
20443,Lime Tree (The Zuri Kumarakom ),Retail,Kerala,Karottukayal Kumarakom South,,,"9.5923683,76.4246701"
20444,Currymeen (Taj Kumarakom Resort & Spa),Retail,Kerala, Kumarakom North,,,"9.626444,76.426434"
20445,Cocco Thottam,Retail,Kerala, Athikkalam,,,"9.60144,76.4324306"
20446,Nishant'S Restaurant,Retail,Kerala,,,,"9.551193,76.4347541"
20447,Hashe's Hotel,Retail,Kerala,Chakrampadi Kumarakom chakrampady,,,"9.6145439,76.4328429"
20448,Winter Heaven Cottage,Retail,Kerala, Pattaline,,,"10.0880875,77.0669309"
20449,Hotel Sn,Retail,Kerala, Aluva Munnar Road,,,"10.0877481,77.0641631"
20450,Hotel Mugal Palace,Retail,Kerala, Moolakadai,,,"10.0782404,77.0628221"
20451,Arabian Grills,Retail,Kerala, Nullatanni,,,"10.085742,77.059911"
20452,New York Fried Chicken,Retail,Kerala,Near Dtpc Parking Ground,,,"10.0762248,77.0632278"
20453,Green Leaf Restaurant,Retail,Kerala,Near Csi Church Munnar Ho,,,"10.0799569,77.0617606"
20454,Winter Yard,Retail,Kerala, Munnar HO,,,"10.0746257,77.0617694"
20455,Shree Mahaveer Restaurant,Retail,Kerala, Munnar Colony,,,"10.0872729,77.0628664"
20456,Surya Soma Restaurant,Retail,Kerala, Nullatanni,,,"10.0855524,77.060149"
20457,Mirchis Restaurant,Retail,Kerala, munnar ho,,,"10.07562836,77.06319498"
20458,Bellmount Restaurant,Retail,Kerala,Opposite Govt High School Moolakadai,,,"10.0802566,77.0616068"
20459,Blackberry Hills Munnar Resorts Hornbill Restaurant,Retail,Kerala, Pothamedu,,,"10.0537706,77.0671134"
20460,Rochas Restaurant,Retail,Kerala, Ikka Nagar,,,"10.0876284,77.0646169"
20461,S N Restaurant,Retail,Kerala,Opposite To KDHP Store Munnar HO,,,"10.0747858,77.0633572"
20462,Brothers Kitchen,Retail,Kerala, Aluva Munnar Road,,,"10.0762705,77.0632464"
20463,Hornbill,Retail,Kerala, Pothamedu,,,"10.0537706,77.0671134"
20464,Mathai's Restocafe,Retail,Kerala,Near Kacheri Honda Sulthan Bathery,7411579419.0,,"11.664833055556,76.262351972222"
