Name,Sector,City,Address,Phone,Email,Lat-Long
ELCINA Electronic Industries Association of India,Companies(Private),Nagar,"422, Elcina House, Okhla Industrial Estate, New Delhi 110020, DL",+91-11-26924597,"info@elcina.com,,info@smev.in,",
Eagle Electricals,Companies(Private),Nagar,"Krishna Complex, M.G.Road, Mangalore 575003, KA",+91-824-2493009,",suvaselectricals@gmail.com,tenders.eagle@gmail.com,sangramcsoff@hotmail.com,rksghy@yahoo.com,",
Drive Technologies,Companies(Private),Nagar,"203, Aqua House, Sinhagad Road, Parvati, Pune 411030, MH",+91-20-24329526,",marketing@endurance.co.in,",
Dewan Radios Pvt Ltd,Companies(Private),Nagar,"1681, 27, 28, Mangal Market, Bhagirath Palace, New Delhi 110006, DL",+91-11-23865190,",Sales@dewanradios.com,dewanradios@gmail.com,SALES@DEWANRADIOS.COM,",
Desai Electronics Pvt Ltd,Companies(Private),Nagar,"870, 5, Bhandarkar Institute Road, Pune 411004, MH",+91-20-25654553,",mktg@deccapacitors.net,u003eprashant@deccapacitors.net,jane-doe@deccapacitors.net,prashant@deccapacitors.net,xxxx@deccapacitors.net,",
Cubix Control Systems Pvt Ltd,Companies(Private),Nagar,"19-F, Sector-11, Noida 201301, UP",+91-120-4335714,",accounts@cubixcontrolsystems.com,u003eaccounts@cubixcontrolsystems.com,info@cubixcontrolsystems.com,xxxx@cubixcontrolsystems.com,rh@nextgenmspl.com,Accounts@cubixcontrolsystems.com,",
Complus Systems Pvt Ltd,Companies(Private),Nagar,"77, 9, 1, 3, Rajajinagar Industrial Town, Bangalore 560044, KA",+91-80-41683883,",jy-wang@noiseken.com,jane.d@complus.in,complus@complus.in,",
Circuitsutra Technologies Pvt Ltd,Companies(Private),Nagar,"3-E, 1, Amity Innovation Incubator, Amity Univ. Campus, Sector 125, Noida 201301, UP",+91-120-9811204168,",usisodia@circuitsutra.com,sales-jp@circuitsutra.com,info@circuitsutra.com,",
Chandresh Cables Ltd,Companies(Private),Nagar,"6-G, Madhavpura Market, Shahibaug Road, Ahmedabad 380004, GJ",+91-79-25623055,"x3eankit@avocab.com,,ankit@avocab.com,works@avocab.com,doe-jane@avocab.com,",
Bihar State Power Holding Company Ltd,Companies(Private),Nagar,"Vidyut Bhawan, Bailey Road, Patna 800001, BR",+91-612-2504036,",cs.bsphcl@gmail.com,dgrcell@bsptcl.bihar.gov.in,x3emd.sbpdcl@gmail.com,md.sbpdcl@gmail.com,x22cs.bsphcl@gmail.com,mdcell.sbpdcl@gmail.com,x3ecs.bsphcl@gmail.com,bsphclgmhr@gmail.com,",
Belden India Pvt Ltd,Companies(Private),Nagar,"1007, 10, A, Iris Tech Park, Sohna Road, Sector 48, Gurgaon 122001, HR",+91-124-4509999,"x3eteresa.wong@belden.com,teresa.wong@belden.com,,jsk@jskindia.in,",
Ayma Electronics,Companies(Private),Nagar,"9, 35, 2, Shalimar Village, Industrial Area, New Delhi 110088, DL",+91-11-27490080,",ashiush10@gmail.com,",
Audioplus,Companies(Private),Nagar,"A1, A2, Giriraj Industrial Estate, Opposite Ahura Centre Mahakali Caves Road, Andheri, Mumbai 400093, MH",+91-22-42869000,",info@audioplus-india.com,",
Amit Filaments,Companies(Private),Nagar,"Vinod Oil Mill Compound, Near Satana Nak Malegaon Nashik, Malegaon 423203, MH",+91-2554-255968,",pranavpathak@gmail.com,ispriyankaart@gmail.com,BKLAW1957@GMAIL.COM,info@amitfilaments.com,",
SSG InfoService,Companies(Private),Nagar,,,",roc.chennai@mca.gov.in,chaudharydaksh@gmail.com,",
Vira Apparels,Companies(Private),Nagar,"679, Phase 5, Udyog Vihar, Gurgaon 122016, HR","+91-124-4005677, +91-124-4005680",",vira@bom3.vsnl.net.in,ca.vkjain1@gmail.com,contact@creativegarments.com,",
Usha Fabs Pvt Ltd,Companies(Private),Nagar,"451/452, Phase 3, Udyog Vihar, Gurgaon 122016, HR","+91-124-2342737, +91-124-2349616",",ceo@vastra-fashions.com,tarun@ufpl.in,usha@shivanil.com,acc.head@ufpl.in,",
Topman Export Ltd,Companies(Private),Nagar,"82, 331-A, Badam Wadi, Kalbadevi Road, Kalbadevi, Mumbai 400002, MH",+91-22-28594462,",athenappl@gmail.com,trinityomtrading@hotmail.com,",
Symbiosis Trading,Companies(Private),Nagar,"499/40, Zakir Nagar, New Delhi 110020, DL",+91-11-26985872,",symbiosisaccts2004@gmail.com,jadronova@intorq.in,x3ejadronova@intorq.in,info@companydetails.in,clifford.pinto@roquette.com,mirantraders@gmail.com,symbiosis2001_agro@rediffmail.com,x3eclifford.pinto@roquette.com,anirudh@symbiosisassistance.com,",
Sunrydge Kila Resorts Pvt Ltd,Companies(Private),Nagar,"Seven Style Mile, Mehrauli, New Delhi 110030, DL",+91-11-23381638,",sunrydge@vsnl.com,u003eteam@sunrydge.com,team@sunrydge.com,info@companydetails.in,",
Sumatex Ltd,Companies(Private),Nagar,"H-81, RIICO Extension, Pur Road, Bhilwara 311001, RJ","+91-1482-260693, +91-1482-260296",",sascha.ergezinger@mgb.ch,surbhitmalu@gmail.com,",
Siddhi Plastic,Companies(Private),Nagar,"Milanbhav, Nandanvan Society, Opposite Panchratna Tower, Kalawad Road, Rajkot 360005, GJ",+91-281-2581718,",alok.rathi@racold.com,info@companydetails.in,bhargavasandeep@hotmail.com,Bhargavasandeep@Hotmail.Com,",
Shivam Synthetics,Companies(Private),Nagar,"Match Factory Compound, Moti Talav Road, Kumbharwada, Bhavnagar 364006, GJ",+91-278-2516196,",finance@merlinprojects.com,shrinivas.hari@zcltd.com,info@companydetails.in,",
Scorpio Apparel Pvt Ltd,Companies(Private),Nagar,"16/1, Mathura Road, Faridabad 121002, HR","+91-129-4190100, +91-129-4041609",",roc.chennai@mca.gov.in,sapl@scorpios-india.com,",
Saibaba Garments Pvt Ltd,Companies(Private),Nagar,"345, Pragati Industrial Estate, NM Joshi Marg, Delisle Road, Mumbai 400011, MH",+91-22-40689300,",hemant.gavande@gmail.com,ravin@toram.in,accounts@saibabagarments.net,roc@samadhan.net,saibaba_garments@vsnl.com,roc.chennai@mca.gov.in,madya@greenlightcorp.net,",
Grasim Bhiwani Textiles Ltd (Aditya Birla),Companies(Private),Nagar,"Bhiwani Textiles Mills, Bhiwani 127021, HR",+91-1664-242577,",career.textiles@adityabirla.com,x3eanindya.chakraborti@adityabirla.com,anindya.chakraborti@adityabirla.com,einward.ris@kfintech.com,x3egrasim.secretarial@adityabirla.com,grasim.secretarial@adityabirla.com,sandeep.gurumurthi@adityabirla.com,",
R K Overseas,Companies(Private),Nagar,"7, Evergreen industrial Estate, Opposite Shakti Mills Lane, Mahalakshmi, Mumbai 400011, MH","+91-22-24934136, +91-22-24933835",",thaiemb.india@gmail.com,rohitkhosla@rkinternational-india.com,c.vijayakanth@gmail.com,ca.nishantrastogi30@gmail.com,info@rkoverseas.org,info@rkinternational-india.com,",
PSB Corporation,Companies(Private),Nagar,"B-509, Galleria, Hiranandani Gardens, Powai, Mumbai 400076, MH","+91-22-40052163, +91-22-25702163",",psbbooksnagpur@indiatimes.com,praveenkumar04522@gmail.com,psbpapers@gmail.com,MAIL.PSBINFRATECHPVTLTD@GMAIL.COM,omni_support@psb.co.in,ho.accts@psb.co.in,",
Pragati Polymers,Companies(Private),Nagar,"351/E, Pollam Industrial Estate, Jeedimetla, Hyderabad 500 055, TS",+91-9347531306,",sajan.goyal@careratings.com,info@pragatipolymers.com,info@companydetails.in,pragatipolymers@gmail.com,Bhargavasandeep@Hotmail.Com,",
Oracle Home Textile Ltd,Companies(Private),Nagar,"216, Creative Industrial Centre, 12, NM, Joshi Marg, Lower Parel, Mumbai 400011, MH",+91-22-42127200,",hshahassociates@gmail.com,",
Nite n Day Fashion Co Pvt Ltd,Companies(Private),Nagar,"3-G-21, Treasure Island Market, Madge Lane, Kolkata 700016, WB",+91-33-22521247,",nitenday_nd@rediffmail.com,",
Nick Apparels,Companies(Private),Nagar,"2, Sundaram Layout, Opposite All India Radio, Trichy Road, Coimbatore 641045, TN",+91-9487219870,",shrinivas.hari@zcltd.com,",
Naseeb Fashions Clothing Pvt Ltd,Companies(Private),Nagar,"333/1, 2nd Floor, Paper Mills Road, Perambur, Chennai 600011, TN","+91-44-25593496, +91-44-25582884","ravishankar@yandr.in,,info@nfcuniversal.co.in,",
Matex India Pvt Ltd,Companies(Private),Nagar,"207-208, 2nd Floor, Chopra Complex, 8 Community Centre, Preet Vihar, Vikas Marg, New Delhi 110092, DL",+91-11-22524449,",pathuri@hotmail.com,matex@indiamatex.com,",
M P Shan Tex Pvt Ltd,Companies(Private),Nagar,"SJ-145/1A/A, Parappalayam Road, Mannarai Post, Tirupur 641607, TN","+91-421-2222492, +91-421-2222162",",mpshan@satyam.net.in,",
M K Exim India Ltd,Companies(Private),Nagar,"G-1/150, Garment Zone, EPIP Sitapura, Tonk Road, Jaipur 302022, RJ","+91-141-3937501, +91-9829459359",",info@mkexim.com,beetal@beetalfinancial.com,beetalrta@gmail.com,mkexim@mkexim.com,",
Knitex Textiles Pvt Ltd,Companies(Private),Nagar,"2nd Floor, Atlanta Arcade, Opposite Hotel Leela Church Road, Andheri East, Mumbai 400059, MH",+91-22-66942701,",vhktex@yahoo.co.in,shahexin1@gmail.com,civicg@sify.com,office@knitextextiles.com,sarvan@knitco.com,office@knitextextiles.in,x3evhktex@yahoo.co.in,knitco@dataone.in,factory@knitextextiles.in,",
Ketan Plastic Industries Pvt Ltd,Companies(Private),Nagar,"D-2, Mathuradas Mill Compound, Lower Parel, Mumbai 400012, MH",+91-22-24929204,",kironelek@gmail.com,sales@ketanindia.com,kpil@vsnl.com,dhanesh@ketanindia.com,kondal1290@yahoo.com,",
Harisons & Harlaj Ltd,Companies(Private),Nagar,"Opposite Maharaja Hotel, GT Road, Panipat 132103, HR",+91-180-4091700,,
Hand Tex India,Companies(Private),Nagar,"7-A, Bharathi Nagar, Karur 639002, TN",+91-4324-237745,",x3eaccounts@geospafitness.com,x22prabal@canopi.in,ipo@pantomathgroup.com,accounts@geospafitness.com,info@welkinapex.com,onindia@gmail.com,x3eprabal@canopi.in,DLEVRYINDIA@tietoevry.com,prabal@canopi.in,nagendra@artpalaceexpo.com,x3efinance@hush.in,x3eDLEVRYINDIA@tietoevry.com,finance@hush.in,",
Gupta Exim India Pvt Ltd,Companies(Private),Nagar,"144, DLF Industrial Area Phase 1, Faridabad 121003, HR",+91-129-4090400,",info@guptaexim.com,jane_d@guptaexim.com,sandeep@guptaexim.com,accounts@guptaexim.com,x3eaccounts@guptaexim.com,JohnSmith@guptaexim.com,",
Fashionable Garments Pvt Ltd,Companies(Private),Nagar,"1001, Chiranjeev Tower, Nehru Place, New Delhi 110019, DL",+91-11-26447371,",x3emanojp@creativegarments.com,GARG_FASHION@YAHOO.CO,raj.nautiyal@gmail.com,hrm@rbrindia.com,a5@somanifabrics.com,info@reliablespaces.com,secretarial06@gmail.com,x22manojp@creativegarments.com,x3einfo@reliablespaces.com,manojp@creativegarments.com,",
Fashion Knits,Companies(Private),Nagar,"81/82, Angeripalayam Main Road, Gandhi Nagar, Tirupur 641603, TN",+91-421-2470005,"raj@golffashion.in,,psktup@yahoo.co.in,x3epragati@vsnl.in,pragati@vsnl.in,media@shahi.co.in,knits@cbcfashions.com,mail@kmknitwear.com,x3eknitting@ambikaknits.com,knitting@ambikaknits.com,info@eifpl.com,",
Fashion Gate,Companies(Private),Nagar,"42, PV Nagar, Mannarai, Tirupur 641607, TN",+91-421-2224260,",roc.chennai@mca.gov.in,",
Dolphin Exports International,Companies(Private),Nagar,"E-199, Near Metro Station, Shastri Nagar, New Delhi 110052, DL","+91-11-23644555, +91-11-23649555",",info@dolphinexportsindia.com,di@dolphingranite.com,info@dolphinexports.com,",
Devanshi Exports Pvt Ltd,Companies(Private),Nagar,"F-212, Bawana Industrial Area, Sector 5, New Delhi 110015, DL","+91-11-42261150, +91-8376807895",",x3edulari@dulariexports.com,sgeplacc@gmail.com,dulari@dulariexports.com,x3eSreeji@sreeragamexports.com,Sreeji@sreeragamexports.com,info@devanshiexports.com,u003eINFO@DEVANSHIEXPORTS.COM,INFO@DEVANSHIEXPORTS.COM,divesh_decorative@rediffmail.com,accounts@indian-designs.com,x3eaccounts@indian-designs.com,x3esgeplacc@gmail.com,x22Sreeji@sreeragamexports.com,",
Deegee Cotsyn Pvt Ltd,Companies(Private),Nagar,"Badnera-Yavatmal Road, Dabha, Amravati 444701, MH","+91-721-2580424, +91-721-2580425",",u003esimar@manjeetgroup.com,simar@manjeetgroup.com,",
D.V.R Exports Pvt Ltd,Companies(Private),Nagar,"8-2-293/F/29, Road 5, Jubilee Hills, Hyderabad 500034, TS",+91-40-23544651,",x3edulari@dulariexports.com,dulari@dulariexports.com,x3eSreeji@sreeragamexports.com,Sreeji@sreeragamexports.com,sarada.vuppala@gmail.com,accounts@indian-designs.com,x3eaccounts@indian-designs.com,x22Sreeji@sreeragamexports.com,",
Craft Knit Garments,Companies(Private),Nagar,"4/684, Palladam Road, Veerapandi, Tirupur 641605, TN","+91-9790038123, +91-9790040123",",nagaraj@quantumknits.com,craftknit@dataone.in,sreethar@sbms.net,export@craftknit.com,mail@cotfabindia.com,",
Covema Filaments Ltd,Companies(Private),Nagar,"14-B, Cochin Special Economic Zone, Kakkanad, Kochi 682030, KL",+91-484-2413122,",covemafilaments@gmail.com,covema@giasmd01.vsnl.net.in,",
