Name,Sector,City,Address,Phone,Email,Lat-Long
Seyasoft Technology Solutions,Companies(Private),Chennai,"3-D, JP Towers, 3rd Floor, Dr. Thirumoorthy Nagar Main Road, Nungambakkam, Chennai 600034, TN",+91-9345910713,",u003eadmin@seyasoftech.com,hr@seyasoftech.com,brshankar@hotmail.com,admin@seyasoftech.com,",
Mirror Technologies,Companies(Private),Chennai,"3, Near Lakshman Sruthi Signal, Upstair To Om Medicals, PT Rajan Road, Sector 13, Ashok Nagar, Chennai 600083, TN","+91-44-42048874, +91-9381948474",",mirrorjobs@gmail.com,hr@mirrortech.in,gulachaassociates@airtelmail.in,velnayak@gmail.com,mirrorpdkt@mirrortech.in,",
Yangoos Technologies,Companies(Private),Chennai,"1/3-A/3-B, Siruseri-Sipcot Road, Navallur, Chennai 600130, TN",+91-9959200257,"contacts@yangoos.com,bhavanisankar.c@gmail.com,irfan.a@yangoos.com,,",
GML Soft Labs,Companies(Private),Chennai,"38/74, Mass Towers, 2nd Floor, Bazullah Road, T Nagar, Chennai 600017, TN","+91-9020790801, +91-9499968396",",sales@gmlsoftlabs.com,info@gmlsoftlabs.com,",
ImpairBit Software Solutions,Companies(Private),Chennai,"2, Sankar Nagar, 30th Street, Pammal, Pallavaram, Chennai 600075, TN",+91-9841156028,"reachus@inspirisys.com,,",
DELQ Solutions,Companies(Private),Chennai,"37-B, 2nd Street, Gopalapuram, Chennai 600082, TN",+91-44-65410100,",info@delqsolutions.com,",
Altosys Software Technologies,Companies(Private),Chennai,"609, Lakshmi Bhawan, 4th Floor, Mount Road, Chennai 600006, TN",,",u003eapexagnc@md4.vsnl.net.in,apexagnc@md4.vsnl.net.in,",
Ecphasisinfotech,Companies(Private),Chennai,"172/230-BC, Rahat Plaza, 3rd Floor, Arcot Road, Vadapalani, Chennai 600026, TN",+91-9025729220,",info@ecphasisinfotech.com,saravanan.green@gmail.com,briefinfo@ecphasisinfotech.com,info@ecphasis.com,",
8Queens Software Technologies,Companies(Private),Chennai,"231/112, 1st Floor, Opposite To Mandaveli BSNL Office, Ramakrishna Mutt Road, Mandaveli, Chennai 600028, TN","+91-9962408877, +91-8072878756",",vimalraj@8queens.com,u003evimalraj@8queens.com,",
Heptahives Software Solutions,Companies(Private),Chennai,"39-E, 3rd Floor, East Mada Street, Thiruvanmiyur, Chennai 600041, TN",+91-9551626226,"lathagovind@gmail.com,,support@timetoschool.com,",
Freedom Software Solutions,Companies(Private),Chennai,"28, Voora JK Towers, 3rd Floor, “B” Wing, Bazullah Road, T. Nagar, Chennai 600017, TN","+91-8939832834, +91-8939832811, +91-8939832815, +91-8939832816, +91-8939832817",",garumugam@hotmail.com,sales@freedomsoft.co.in,",
Rinsoft,Companies(Private),Chennai,"56/1/113, Sri Amman Complex, 2nd Floor, Arunachalam Street, Chintadripet, Chennai 600002, TN",,",u003einfo@rinsoft-pvtltd.com,info@rinsoft-pvtltd.com,murugan@rinsoft.com,",
MagoFOG Software,Companies(Private),Chennai,"21, Gemini Parson Complex, 3rd Floor, Tirumurthy Nagar, Nungambakkam, Chennai 600034, TN","+91-9884085040, +91-44-43850350",,
Ocean Softwares,Companies(Private),Chennai,"631-A, 2nd Floor, MKN Road, Guindy, Chennai 600032, TN","+91-9751679232, +91-9488339232",",roc.chennai@mca.gov.in,info@oceansoftwares.com,",
Hindustan Software,Companies(Private),Chennai,"120, Wallajah Road, Chennai 600002, TN",+91-44-42155166,",info@hindustansoftware.net,",
Ideassion Technology Solutions,Companies(Private),Chennai,"29/8, Mirza Hyder Ali Street, Royapettah, Chennai 600014, TN",+91-7200215187,,
Agilysys Technologies,Companies(Private),Chennai,"Tharamani, Chennai 600113, TN",+91-44-66239200,",x3esumeet.raithatha@agilisys.co.uk,u003eIndia-Corp@agilysys.com,india-corp@agilysys.com,India-Corp@agilysys.com,",
Trikore Software Solutions,Companies(Private),Chennai,"02, Tidel Park, A South No 4, Rajiv Gandhi Salai, Taramani, Chennai 600113, TN",+91-7601013535,",x3esales@cube-software.com,IN_-_hariharan@trikore.in,hariharan@trikore.in,x3eap-team@compassitesinc.com,",
Botree Software International,Companies(Private),Chennai,"107 & 108, WSS Towers, Harris Road, Chennai 600002, TN",+91-44-28551591,"accounts@botree.co.in,last@botreesoftware.com,,contactus@botree.co.in,sokkalingam@botree.co.in,",
PivotCoder,Companies(Private),Chennai,"Suite No 239/715-A, Spencer Plaza, 7th Floor, Mount Road, Annasalai, Chennai 600002, TN",+91-44-28505239,",manojbabu0208@gmail.com,u003emanojbabu0208@gmail.com,",
Evince Technologies,Companies(Private),Chennai,"AA-10, 3rd Main Road, Anna Nagar, Chennai 600040, TN","+91-9176640375, +91-44-42170775","u003epeter@evincetech.com,,peter@evincetech.com,info@evincetech.com,",
Mercy IT Corp,Companies(Private),Chennai,"14, Jambulingam Street, Tank Bund Road, Nungambakkam, Chennai 600034, TN",+91-44-45550245,",x3ecomplianceindia@hidglobal.com,u003einfo@mercyitcorp.com,complianceindia@hidglobal.com,info@mercyitcorp.com,mercyitcpl@gmail.com,x22complianceindia@hidglobal.com,",
Tenmiles Technologies,Companies(Private),Chennai,"Super B-3, MCM Towers, 1st Floor, TVK Industrial Estate, Guindy, Chennai 600032, TN",+91-44-42070176,",shalin@tenmiles.com,jane@tenmiles.com,support@tenmiles.com,sirohiacmj@gmail.com,",
Niryuha IT Solutions,Companies(Private),Chennai,"4/12, 2nd Street, Tansi Nagar, Velachery, Chennai 600042, TN",+91-8754545938,",subashiniassociates@gmail.com,",
iBeris Software Solutions,Companies(Private),Chennai,"99, Greeta Techpark, Phase 1, Rajiv Gandhi Salai, Industrial Estate, Perungudi, Chennai 600096, TN","+91-9840050349, +91-9952075298",",rajan@iberissoftware.com,u003erajan@iberissoftware.com,",
Techswipe IT Solutions,Companies(Private),Chennai,"16-19 & 20-A, Tamarai Tech Park, Level 5, Thiru Vi Ka Industrial Estate, Inner Ring Road, Guindy, Chennai 600001, TN",+91-44-66937031,"prasath@techswipe.com,,prasperi1981@gamil.com,",
Imirisoft IT Solutions,Companies(Private),Chennai,"1/766, The Executive Zone, Shakthi Towers, Annasalai, Chennai 600002, TN",+91-9940632632,",ravikumarramadoss@pixmonks.com,ssridhar.768@gmail.com,anitha.kale@arnekt.com,x3eravikumarramadoss@pixmonks.com,x3eanitha.kale@arnekt.com,",
Flendzz Technologies,Companies(Private),Chennai,"3-B, Sapna Trade Centre, 3rd Floor, Poonamalle High Road, Chennai 600084, TN",+91-8939971260,",xxxx@flendzz.com,dilip46.dk@gmail.com,u003eDILIP46.DK@GMAIL.COM,DILIP46.DK@GMAIL.COM,",
Team Tweaks Technologies,Companies(Private),Chennai,"10-11, Chennai Citi Centre, Level 5, Dr. Radhakrishnan Salai, Mylapore, Chennai 600004, TN","+91-9094760051, +91-6383265945",",u003earavind@teamtweaks.com,first@teamtweaks.com,aravind@teamtweaks.com,65945contact@teamtweaks.com,",
Indie Infotech,Companies(Private),Chennai,,,",Secretarial.I3L@ITCINFOTECH.COM,enq.ind@focusite.com,x3eSecretarial.I3L@ITCINFOTECH.COM,",
Eagle Tech IT Solutions,Companies(Private),Chennai,"1, 1st Floor, Raman Street, T. Nagar, Chennai 600017, TN",+91-9092497999,",Info@eagletechitsolutions.com,eagletechbbsr@gmail.com,hr@eagletechitsolutions.com,",
Flyers Soft,Companies(Private),Chennai,"392, Rajiv Gandhi Salai, OMR, Perungudi, Chennai 600096, TN",+91-500063133,"info@flyerssoft.com,,x3ekiruba@flyerssoft.com,last@flyerssoft.com,kiruba@flyerssoft.com,rxxxxxxxh@flyerssoft.com,flyersoft@gmail.com,",
Krish IT Solutions,Companies(Private),Chennai,"710, Spencer Plaza, 7th Floor, Phase II, Annasalai, Chennai 600002, TN","+91-44-66742900, +91-9941009193",",last_initial@krishit.com,u003eSADAGOPAN@KRISHTECHNOLOGIES.COM,SADAGOPAN@KRISHTECHNOLOGIES.COM,info@krishtechnologies.com,info@krishit.com,",
Software AG,Companies(Private),Chennai,,,",marketing.asia@softwareag.com,vaithyanathan.rengaswamy@softwareag.com,u003eVaithyanathan.Rengaswamy@softwareag.com,vivek.nayak@softwareag.com,Vaithyanathan.Rengaswamy@softwareag.com,",
Treselle Software,Companies(Private),Chennai,"7/4, 4th Avenue, Dr. Ambedkar Road, Ashok Nagar, Kodambakkam, Chennai 600024, TN",+91-44-24730203,"u003esethu@treselle.com,,sethu@treselle.com,last@treselle.com,",
Colan Infotech,Companies(Private),Chennai,"Unit No 2/D-84, Murugesa Nayakar Building, 4th Floor, B Block, Greams Road, Thousand Lights West, Chennai 600006, TN","+91-7827667667, +91-44 42844666",",hr@colaninfotech.com,first@colaninfotech.com,cfo@colaninfotech.com,x3ecfo@colaninfotech.com,media@colaninfotech.com,rxx@colaninfotech.com,info@colaninfotech.com,gporselvam@gmail.com,",
Siam Computing,Companies(Private),Chennai,"30, 1st Main Road, Shastri Nagar, Adyar, Chennai 600020, TN",+91-44-43009964,",xx@siamcomputing.com,hello@siamcomputing.com,",
Abile Business Solutions,Companies(Private),Chennai,"A-1/3, Kushkumar Road, Nungambakkam, Chennai 600034, TN",+91-44-44117595,",rnaservices@yahoo.co.in,u003ernaservices@yahoo.co.in,hr@abilesolutions.com,",
Intrepid IT Services,Companies(Private),Chennai,"5-E/1, Kences Towers, Ramakrishna Street, T. Nagar, Chennai 600017, TN",+91-44-5537735,,
IStrides,Companies(Private),Chennai,"5-A/758, Mount Chambers, 5th Floor, Mount Road, Vasan Avenue, Annasalai, Thousand Lights, Chennai 600002, TN",,",enquiry@istrides.in,",
Fues Technology Solutions,Companies(Private),Chennai,"116, 4th Cross Street, Samayapuram, Karambakkam, Porur, Chennai 600116, TN",+91-9080201477,",sechnn@tnebnet.org,",
RevinTech,Companies(Private),Chennai,"24/20, 1st Floor, Q Block, Tirumangalam Road, Anna Nagar, Chennai 600049, TN",+91-9941083529,,
Orbitz IT Solution,Companies(Private),Chennai,"15/140, O Block, 36th Street, Ganapathy Colony, Annanagar East, Chennai 600102, TN","+91-44-26204317, +91-44-45550050, +91-9941384318","orbitzsolution@gmail.com,,techinfo@orbitindia.net,",
Deforay Technologies,Companies(Private),Chennai,"4-E/55, Embassy Tower, 4th Floor, Montieth Road, Egmore, Chennai 600008, TN",+91-44-42148513,"u003eamitdugar@live.in,,amitdugar@live.in,",
Netaxis IT Solutions,Companies(Private),Chennai,"151, O Block, Ganapathy Colony, Anna Nagar East, Chennai 600102, TN",+91-44-35514488,",hrd@netaxis.in,peter@netaxis.in,",
Hi Tech Company Software Solutions,Companies(Private),Chennai,"4, Off North Usman Road, Bharathi Nagar, 4th Street, T Nagar, Chennai 600017, TN",+91-44-28344782,,
Kriarz Voixsai Solutions,Companies(Private),Chennai,"35 & 36, Pocket 14, Sector 24, Rohini, New Delhi 110085, DL","+91-11-47156060, +91-11-41606161, +91-7827600388",",account@kriarz.com,sales@kriarz.com,",
Radius Logistics,Companies(Private),Chennai,"211, Vipul Business Park, Sector 48, Sohna Road, Gurugram 122018, HR","+91-826528100, +91-8826580051, +91-124-4546100","fin.del@radiuslog.com,,delhi@bbcargo.com,",
Quest Traffic,Companies(Private),Chennai,,,",roc.chennai@mca.gov.in,",
Roha Realty,Companies(Private),Chennai,"A-44 & 45, JJT House, Road No 2, MIDC, Andheri East, Mumbai 400093, MH","+91-8100101234, +91-22-42334444",,
Trident Consultants,Companies(Private),Chennai,"3/2, Darshan Building, 2nd Main Road, Gandhi Nagar, Adyar, Chennai 600020, TN",+91-9253535850,",purush@tridentnets.com,info@tridentconsultinginc.com,doej@tridentconsultinginc.com,x3ejane@tridentconsultinginc.com,lavall1951@gmail.com,jane@tridentconsultinginc.com,",
Lakshmanan Isola Pvt Ltd (Senapathy Group of Comapnies),Companies(Private),Chennai,"5, Casa Fina, Primrose Road, Bangalore 560025, KA",+91-80-25593291,"pvs@laksola.com,,info@laksola.com,",
Krystals Cables India Pvt Ltd,Companies(Private),Chennai,"261, Sector 6, Imt Manesar, Gurgaon 122050, HR",+91-124-4367005,",sales@krystals.in,krystalsindia@gmail.com,ruchi@krystals.in,",
Kothari Techno Tex,Companies(Private),Chennai,"1526, Moti Bhoyan, Kalol 382721, GJ",+91-2764-281413,",info@droppin.in,naresh@5m-fg.com,365signals@gmail.com,roc.chennai@mca.gov.in,pvtcs@hckgroup.com,enquiries@kotharis.in,",
Komansu Electronics Pvt Ltd,Companies(Private),Chennai,"79, 2, Wazirpur Village, Ashok Vihar, New Delhi 110052, DL",+91-11-42267357,"info@komansu.com,,",
Klystron Electronics Pvt Ltd,Companies(Private),Chennai,"9, 2, Ekdalia Place, Kolkata 700019, WB",+91-33-24600020,",info@icraindia.com,info.klystron@gmail.com,gautamghosh5@gmail.com,",
Klinweld Wires Pvt Ltd,Companies(Private),Chennai,"207, Timmy Arcade, Makwana Road, Marol, Andheri, Mumbai 400059, MH",+91-22-28504848,",klinweld@klinweld.com,klinweld@gmail.com,",
K.Dhandapani & Co Engrs Pvt Ltd,Companies(Private),Chennai,"26, 4th Cross, N.R.Road, Bangalore 560002, KA",+91-80-41514503,,
Jain Polymer Co,Companies(Private),Chennai,"565, 32, Circular Road, Rohtak 124001, HR",+91-1262-9810046627,",jayam.poly@gmail.com,roc.chennai@mca.gov.in,",
J & K Wiring System,Companies(Private),Chennai,"1, 2-C, 1, Ashoka ViharXlo Corner Ambad, Nashik 422010, MH",+91-253-2381144,,
Intelux Electronics Pvt Ltd,Companies(Private),Chennai,"2, Electronic Co-Op Estate, Pune Satara Road, Pune 411009, MH",+91-20-24223734,",marketing@inteluxindia.com,last_initial@inteluxindia.com,",
Initiative Data Systems Pvt Ltd,Companies(Private),Chennai,"9-D, Singar Nagar, Alambagh, Lucknow 226005, UP",+91-522-4004460,",helpdesk@initiative.co.in,info@ilink-systems.com,office@sea-shore.tech,initiative.lucknow@gmail.com,roc.chennai@mca.gov.in,lucknow@gmail.com,",
Info Electronics Systems India Pvt Ltd,Companies(Private),Chennai,"18-P, 1, Green Park Extension, New Delhi 110016, DL",+91-11-26197981,",ha@info-electronics.com,contact@info-electronics.com,sales@tessolve.com,alayam@mes-india.in,roc.chennai@mca.gov.in,marketingusa@datapatterns.net,marketing@datapatterns.co.in,",
Infiniti Power Pvt Ltd,Companies(Private),Chennai,"1-A, 2, Sector-10, Noida 201301, UP",+91-120-6633000,",info@mastersindia.co,yj@ipplindia.com,business@wireworksindia.com,info@infiniticodes.com,roc.chennai@mca.gov.in,company@esaigroups.com,",
iNETest Technologies India Pvt Ltd,Companies(Private),Chennai,"7, 4, Kalaimagal Nagar, Leo Muthu Street, Ekkaduthangal, Chennai 600032, TN",+91-44-22250751,",pravin.joshi@inetest.co.in,info.nti@netzsch.com,x3einfo.nti@netzsch.com,mundhara_co@yahoo.co.in,",
Indu Power Tech Pvt Ltd,Companies(Private),Chennai,"94, Punjan Industrial Estate, Khopat, Thane, Mumbai 400601, MH",+91-22-25475313,",sreedharbhat@yahoo.co.in,communication.hrd@indutch.in,info@indu-electric.com,roc.chennai@mca.gov.in,info@gckcinfra.com,",
Indore Composite Pvt Ltd,Companies(Private),Chennai,"318, 319, 320, Creative Industrial Estate, N.M Joshi Marg, Chinchpokali, Mumbai 400010, MH",+91-22-61452700,",xxxx@indore.co.in,rsrajesh@indocool.in,taxinfo@indore.co.in,pradeep.kumar@careratings.com,info@indore.co.in,rammohan@indocool.in,",
India Automotive Systems,Companies(Private),Chennai,"16, 638, Dasna Udyog, Kunj Behind Ryan International School, By Pass Road, Ghaziabad 201001, UP",+91-120-9212500795,"anshul.bhargava@anandgroupindia.com,,chenhuazhu@yapp.com,last@yfsauto.com,x3emadhavan@anandgroupindia.com,madhavan@anandgroupindia.com,tbhaskar@hanonsystems.com,nagarwa1@hanonsystems.com,contact@anandgroupindia.com,",
Imperial Coating Industries,Companies(Private),Chennai,"6-C, Shankar Patel Industrial Estate, Savli 391770, GJ",+91-2667-264400,",chennaiumi@yahoo.com,info@imperialsteel.in,sales@imperialsteel.in,murugan@vassmaan.com,roc.chennai@mca.gov.in,",
Immensa Semiconductors Technologies Pvt Ltd,Companies(Private),Chennai,"298-299, 8 Main, Beml Layout, Bangalore 560066, KA",+91-80-42120134,",ritu@immensa.in,",
IHD Industries Pvt Ltd,Companies(Private),Chennai,"25-B, 26, Sipcot Industrial Park, Irungattukottai, Sriperumbudur, Chennai 602105, TN",+91-44-9840594286,",ihdacct@hyundam.co.in,ihdaccts@hotmail.com,xxxx@ihdindustries.com,xxxxxh@ihdindustries.com,u003eihdacct@hyundam.co.in,arunprakash@hyundam.co.in,",
IEEMA,Companies(Private),Chennai,"501, 132, Kakad Chambers, Dr. Annie Besant Road, Worli, Mumbai 400018, MH",+91-22-24930532,",sudeep.sarkar@ieema.org,rk.chugh2010@gmail.com,delhi@ieema.org,murlikrishna@ieema.org,",
Hansu Controls,Companies(Private),Chennai,"281-W, Central Road North, Rabale, Airoli, Navi Mumbai 400701, MH",+91-22-65193145,"hansucontrols@gmail.com,,hansucontrols@yahoo.com,",
Green Sources Pvt Ltd,Companies(Private),Chennai,"21, Udyog Bhavan, Sonawala Road, Goregaon, Mumbai 400063, MH",+91-22-40074085,",roc.chennai@mca.gov.in,info@greensources.co,",
Gopal Enterprises,Companies(Private),Chennai,"301, 65-B, Saffire Building, Opposite Icici Building, Linking Road, Santacruz, Mumbai 400054, MH",+91-22-67222999,"info@gopalenterprises.com,,",
Good Earth Engg. Industries,Companies(Private),Chennai,"6, Tarun Plastic Compound, Mogra Village Road, Old Nagardas Crossroad, Andheri, Mumbai 400069, MH",+91-22-26833189,",roc.chennai@mca.gov.in,",
G.K. Energy Marketers Pvt Ltd,Companies(Private),Chennai,"350, 25-B, Near Idbi Bank, Lokmanya Nagar, Lbs Road, Pune 411030, MH",+91-20-24321115,"office@energymarketers.in,,mail@mmsolar.in,u003eoffice@energymarketers.in,",
