Name,Sector,City,Address,Phone,Email,Lat-Long
Yash Synthetics Pvt Ltd,Companies(Private),Ankleshwar,"Office No 2, 2nd Floor, Shah Trade Centre, Rani Sati Marg, Malad East, Mumbai 400097, MH",-42761431,"rehmat@zenithrubber.com,rehmat@zenithrubber.com,rehmat@zenithrubber.com,rehmat@zenithrubber.com,last@zenithrubber.com,jxxxxk@zenithrubber.com,rehmat@zenithrubber.com,last@zenithrubber.com,rehmat@zenithrubber.com,rehmat@zenithrubber.com,jxxxxk@zenithrubber.com,John.S@zenithrubber.com,",
Vivek Polymer India,Companies(Private),Ankleshwar,"7 & 8, Shri Vitthal Industrial Estate, Chinch Pada, Waliv, Vasai 401208, MH",-9320112683,"weifore@gmail.com,u003eweifore@gmail.com,sujata@cappa.in,jocelyn.vigreux@tomtom.com,u003eweifore@gmail.com,sujata@cappa.in,jocelyn.vigreux@tomtom.com,",
Vijay Agro Industries,Companies(Private),Ankleshwar,"Gut No 215, Post Kasbe, Sukene, Niphad 422302, MH",-9881234645,"vikas@vinamaxorganics.com,u003evikas@vinamaxorganics.com,u003evikas@vinamaxorganics.com,vikas@vinamaxorganics.com,",
Unifix Plast Pvt Ltd,Companies(Private),Ankleshwar,"Plot No 8, Phase 2, Kasba Industrial Estate, Kolkata 700107, WB","+91-33-24430936, +91-33-24430937","manoj@unisynth.com,accounts@unisynth.com,unisynth@vsnl.net,",
TCI Chemicals India Pvt Ltd,Companies(Private),Ankleshwar,"Plot No B-28, Phase 2, 5th Cross Street, MEPZ-SEZ, Tambaram, Chennai 600045, TN",-22620862,,
SVA India Ltd,Companies(Private),Ankleshwar,"162-C, 16th Floor, Mittal Tower, Nariman Point, Mumbai 400021, MH","+91-22-22886789, +91-22-22886798",,
Surya Roshni Ltd,Companies(Private),Ankleshwar,"2, 8, Padma Tower 1, Rajendra Place, New Delhi 110008, DL",-25810013,"info@swarnafertilizer.com,u003einfo@swarnafertilizer.com,hr@swarnafertilizer.com,u003einfo@swarnafertilizer.com,info@swarnafertilizer.com,hr@swarnafertilizer.com,info@swarnafertilizer.com,",
Siddharth Impex India,Companies(Private),Ankleshwar,"305-306, 3rd Floor, Roots Tower, District Center, Vikas Marg, Laxmi Nagar, New Delhi 110092, DL",-22524120,"mukhopadhyay.partha@in.sika.com,JSmith@bpsbd-sika.com,JSmith@bpsbd-sika.com,x3emukhopadhyay.partha@in.sika.com,",
Ravi Organics Ltd,Companies(Private),Ankleshwar,"G-11, 14 & K-46 to 55, Begrajpur Industrial Area, Muzafarnagar 251203, UP",-9897892409,"swapnil.yelgaonkar@rehau.com,infoindia@rehau.com,sales.auckland@rehau.com,swapnil.yelgaonkar@rehau.com,sxxxxs@rehau.com,sheshikanth.birge@rehau.com,x3eswapnil.yelgaonkar@rehau.com,",
Rallis India Ltd (TATA),Companies(Private),Ankleshwar,"156/157, 227, 15th Floor, Nariman Bhavan, Mumbai 400021, MH",-66652631,"cs@ccplantimony.com,sales@lokchem.com,rasikmota@yahoo.com,info@saiper.com,shreemaapharma@yahoo.com,avgassociatesca@gmail.com,csparmar.lema@gmail.com,systems@ratnagiri-chemicals.com,csparmar.lema@gmail.com,shreemaapharma@yahoo.com,x3ecs@ccplantimony.com,x3esales@lokchem.com,x3erasikmota@yahoo.com,x3einfo@saiper.com,",
R R Enterprise,Companies(Private),Ankleshwar,"B-9/10, Narsi Natha Street, Masjid Bunder West, Mumbai 400009, MH",-61207708,"csnirwan@yahoo.co.in,info@rainbowpaints.mw,csnirwan@yahoo.co.in,",
Prajwal Industries,Companies(Private),Ankleshwar,"42/1, MES Main Road, Mutyalamma Nagar, Mathikere, Bengaluru 560054, KA","+91-80-23452782, +91-9901934737","einward.ris@karvy.com,pro.anurag@yahoo.com,last@pratibhagroup.com,einward.ris@karvy.com,pro.anurag@yahoo.com,last@pratibhagroup.com,",
Pawan Exports,Companies(Private),Ankleshwar,"433/2, Pune Nasik Road, Kasarwadi, Pune 411034, MH",-27124948,"spatoliya17486@gmail.com,info@prakashchemicals.com,spatoliya17486@gmail.com,info@prakashchemicals.com,",
Melzer Chemicals Pvt Ltd,Companies(Private),Ankleshwar,"Survey No 132/2-3, Plot No 22, Gulmohar Park, Pune 411007, MH","+91-20-41004800, +91-20-41004801","roc.chennai@mca.gov.in,md@mlagroup.com,roc.chennai@mca.gov.in,md@mlagroup.com,",
Mayur Polyfilms Pvt Ltd,Companies(Private),Ankleshwar,"111, 1st Floor, Chancellor Building, Opposite RTO Ring Road, Majura Gate, Surat 395001, GJ","+91-261-2669636, +91-261-2669702","taxation@meetindia.in,",
Makwell Organics Pvt Ltd,Companies(Private),Ankleshwar,"A-506, Bhaveshwar Plaza, Opposite Shreyas Cinema, LBS Marg, Ghatkopar West, Mumbai 400086, MH",-25004779,"veekay12@satyam.net.in,maniarinjectoplast@gmail.com,maniarinjectoplast@gmail.com,veekay12@satyam.net.in,",
Kemecos India Pvt Ltd,Companies(Private),Ankleshwar,"126, BB Chatterjee Road, Kolkata 700042, WB",-24415079,"ravi@polywin.in,khandelwalcableslimited@gmail.com,office@khaitanwire.com,ravi@polywin.in,khandelwalcableslimited@gmail.com,office@khaitanwire.com,x3ekhandelwalcableslimited@gmail.com,",
Kanodia Technoplast Ltd,Companies(Private),Ankleshwar,"A-54, Wazierpur Industrial Area, New Delhi 110052, DL",-43274194,"nitin.agarwal.spl@gmail.com,info@dhingrapolymers.com,info@kilindia.com,dharalifescience@gmail.com,dharalifescience@gmail.com,dharalifescience@gmail.com,info@kilindia.com,x3enitin.agarwal.spl@gmail.com,x3einfo@dhingrapolymers.com,",
Gujarat Metallic Coal & Coke Ltd,Companies(Private),Ankleshwar,"155, 4th Floor, Room No 402, Lenin Sarani, Kolkata 700013, WB",-22155841,"sales@gcpl.co,sharadjain@gcpl.co,sales@gcpl.co,idealchemicals@rediffmail.com,gcpl@guptachemicals.com,sales@gcpl.co,sharadjain@gcpl.co,gcpl@guptachemicals.com,raj.gupta@avreon.com,gupta.runjhun@gmail.com,x3esales@gcpl.co,x3eidealchemicals@rediffmail.com,",
Gujarat Hiflow Yarn Ltd,Companies(Private),Ankleshwar,"Plot No 1, Block 201, Kim Mandvi Road, Karanj, Surat 394110, GJ",-8586965230,"ggg@gumprokalol.com,info@gumprodf.com,j.d@gumprokalol.com,corporate@gumbergindia.com,ggg@gumprokalol.com,info@gumprodf.com,j.d@gumprokalol.com,corporate@gumbergindia.com,",
Flora Dyechem,Companies(Private),Ankleshwar,"E-2, Highway Park, F-28, Thakur Complex, Kandivilli East, Mumbai 400101, MH","+91-22-28546507, +91-22-28546509","cs@fusionpipes.com,info@kptpipes.com,sales@kptpipes.com,info@kptpipes.com,sales@kptpipes.com,x3ecs@fusionpipes.com,",
Finotex Paints,Companies(Private),Ankleshwar,"T-17, Pankaj Plaza, Sctor 12, Dwarka, New Delhi 110075, DL",-7542918131,"accounts2@formoplastic.com,accounts2@formoplastic.com,doe@formoplastic.com,x3eaccounts2@formoplastic.com,",
Dhanuka Agritech Ltd,Companies(Private),Ankleshwar,"5/A, 14th Floor, Building, DLF Cyber Terrace, Cyber, Gurgaon 122002, HR",-3838533,"dipakrubber@gmail.com,dipakpadher28@gmail.com,deepakrubberwork@gmail.com,",
Ami Polymer Pvt Ltd,Companies(Private),Ankleshwar,"319, Mahesh Industrial Estate, Opposite Silver Park, Mira-Bhayandar Road, Mira Road East, Thane, 401104, MH","+91-22-28555107, +91-22-28555631","anupamgroup@gmail.com,x3eanupamgroup@gmail.com,",
Ambica Engineering & Wire Industries,Companies(Private),Ankleshwar,"L-44/45, GIDC Estate, Odhav, Ahmedabad 382415, GJ",+91-79-22871786,"rakesh.shejwal@aartigroup.cominfo,rakesh.shejwal@aartigroup.cominfo,",
Agrocel Industries Ltd,Companies(Private),Ankleshwar,"Plot No 13, 2nd Floor, Aradhana Industrial Development Corporation, Near Virwani Industrial Estate, Goregaon East, Mumbai 400063, MH","+91-22-29270871, +91-22-29270873","marketing@ajitindustries.com,suneet@ajitindustries.com,jane@ajitindustries.com,rajeeb.bose@ajitindustries.com,marketing@ajitindustries.com,jane@ajitindustries.com,rajeeb.bose@ajitindustries.com,x3esuneet@ajitindustries.com,",
Personnel Junction,Companies(Private),Ankleshwar,"4-S, 2nd Floor, Abhishek Tower, Alaknanda Shopping Complex, New Delhi 110019, DL","+91-9911363963, +91-11-42332058",,
Anlage Infotech India Pvt Ltd,Companies(Private),Ankleshwar,"175-B, SDF VI Seepz, Andheri East, Mumbai 400096, MH","+91-22-28291620, +91-22-40011300","bxxxxxa@aparajitha.com,x3evenkateshkumar@aparajitha.com,kxxxr@aparajitha.com,venkateshkumar@aparajitha.com,",
