Name,Sector,City,Address,Phone,Email,Lat-Long
"TMI Academy of Travel, Tourism and Aviation Studies, Kolkata",College,Mumbai,"101-108, 1st Floor, Shoppers Point, Swami Vivekananda Rd, Andheri West, Mumbai, Maharashtra 400058",,",tmiacademy@gmail.com,","19.1187013,72.8427157"
"Centre for Financial Management, Kolkata",College,Mumbai,"Unit no. 02, First Floor, Trade Centre, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",094331 75383,",sandeep.bhavsar@welingkar.org,amishra@aimsr.edu.in,director@welingkar.org,je.pdcwz1@iibf.org.in,je.trg2@iibf.org.in,","19.0473457,72.9116078"
Institute of Management Studies (IMS) powered by Sunstone,College,Mumbai,"Cement House, Maharshi Karve Rd, Marine Lines, Mumbai, Maharashtra 400020",,",imsbschool@gmail.com,studentwelfare@sunstone.in,","18.9348766,72.8252915"
Industrial Research Laboratory (IRL),College,Mumbai,"Cluster_mumbai Suburban_656 Ramnard Lab, Plot No.2, Patel Estate Rd, Prabhat Nagar, Jogeshwari West, Mumbai, Maharashtra 400102",,"principal@irlwb.org,,","19.1429148,72.8463536"
NIHT,College,Mumbai,"B-34, Swami Vivekananda Rd, Kandivali, Bhadran Nagar, Kandivali West, Mumbai, Maharashtra 400067",,",mahatmandc@mes.ac.in,swaminightcollege@gmail.com,pndc1998@gmail.com,nift.mumbai@nift.ac.in,","19.1969279,72.845487"
Vinayak Institute of Distance Education,College,Mumbai,"Office No: 31, Jai Jawan C.H.S, Near Vashi Plaza, Sector 17, Vashi, Navi Mumbai, Maharashtra 400705",,",santoshrathod@idol.mu.ac.in,admissions@vinayakamissions.com,director@idol.mu.ac.in,vmtrust@vmu.edu.in,vinayak.shinde@welingkar.org,shivvinayakkachwa@rediffmail.com,x3edirector@idol.mu.ac.in,vinayakvijayjoshi@idol.mu.ac.in,","19.069819,72.9954411"
"ESI-PGIMSR, ESI Hospital, Manicktala",College,Mumbai,"55-A, Krantiveer Lakhuji Salve Marg, Mulgaon, Andheri East, Mumbai, Maharashtra 400093",,",deanmgmh@gmail.com,marketing@esi-group.com,pranava.kumar@esic.nic.in,x3emarketing@esi-group.com,Emaildeanpgi-mk.wb@esic.nic.in,deanpgi-par.mah@esic.nic.in,","19.1181228,72.8630002"
NSE Academy in joint association with EIDOS,College,Mumbai,"Office-11, 1st floor, Iraisa Building, Beverly Park, Mira Road East, Mumbai, Maharashtra 401107",022 2659 8100,",JSmith@nse.co.in,John@nseindia.com,x3eJSmith@nse.co.in,ncfm@nse.co.in,","19.2910677,72.8685454"
Techno India College of Technology,College,Mumbai,"Shop No. 8, Plot No. 10, Soham Co-operative Housing Society, Gaothan Sector 20 Airoli Rd, Sector 20, Airoli, Navi Mumbai, Maharashtra 400708",,",info@tict.edu.in,admission@technoindiauniversity.ac.in,x3ehr@technoindiagroup.com,hr@technoindiagroup.com,","19.1627311,72.9888161"
B.I.T. Extension Center,College,Mumbai,"C/o Actis Technologies, Plot A-5, Cross Road B, MIDC, Andheri(E), Mumbai, Maharashtra 400093",,",subhashvadgule@gmail.com,bitkol@bitmesra.ac.in,","19.3824722,72.8267883"
CloudNet Institute of Information Technology,College,Mumbai,"Bhujbal Knowledge City, Reclamation, Bandra West, Mumbai, Maharashtra 400050",,",info@cloudnetindia.com,uditoffice@gmail.com,","19.051752,72.8266112"
IMS Business School (IBS) powered by Sunstone,College,Mumbai,"Hiranandani Gardens Hiranandani Knowledge Park Opp. Hiranandani Hospital, Off, Technology St, Powai, Mumbai, Maharashtra 400076",022 4043 4343,",ibspune@ibsindia.org,imsbschool@gmail.com,ibsmum@ibsindia.org,","19.1203273,72.9137426"
The Gateway Academy,College,Mumbai,"Sion-Trombay Road, Chembur East, next to Deonar Bus Depot, Mumbai, Maharashtra 400088",022 2556 3613,"last@gatewayschoolmumbai.org,,casie@gatewayacademy.net,info@gatewayschoolmumbai.org,","19.046218,72.9117751"
"Praxis Tech School, Kolkata",College,Mumbai,"Multi-Storied Building, 607 & 608, AC SEEPZ - SEZ, Andheri East, Mumbai, Maharashtra 400096",022 4084 8484,",pgdm.admissions@praxis.ac.in,admissions@praxis.ac.in,info@collegefunda.com,xxxxsions@praxis.ac.in,","19.1255855,72.8724727"
XLRI – Online Programs - Talentedge,College,Mumbai,"WING-A, 7th Floor, Lal Bahadur Shastri Marg, B Wing, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",022 4219 3227,",x3eenquiry.dtd@talentedge.in,enquiry.dtd@talentedge.in,","19.0926945,72.9101281"
"Reliance Education, Ultadanga",College,Mumbai,"301, B Wing, Business Point, Pali Ram Road, Andheri West, Mumbai, Maharashtra 400058",,",Emailenquiry@relianceedu.com,","19.1195945,72.8413495"
Aspire IIT,College,Mumbai,"4WQ3+2J8, Dargah Rd, Kailash Nagar, Peru Baug, Goregaon, Mumbai, Maharashtra 400087",,"x3edean.ap@iitb.ac.in,,dean.aa@iitb.ac.in,x3edean.acr@iitb.ac.in,15th-Aug-2020-at-SJMSOM-1-1032x500@2x.jpeg,thumb-300-011-1024x500@2x.jpg,uceed@iitb.ac.in,manager@aspireiit.in,dean.acr@iitb.ac.in,x3eadean.ap@iitb.ac.in,x3edean.aa@iitb.ac.in,dean.ap@iitb.ac.in,x3euceed@iitb.ac.in,gateoffice@iitb.ac.in,adean.ap@iitb.ac.in,","19.1376156,72.900962"
Western School of Business Studies,College,Mumbai,"Plot No. 2, Sector 9, Sanpada, Navi Mumbai, Maharashtra 400705",022 2775 3226,",admissions@aimsr.edu.in,mccmulund@gmail.com,ibsmum@ibsindia.org,","19.0597047,73.0111516"
Academy of Broadcasting,College,Mumbai,"Prathamesh Residency, Andhakshi Building, 37, Gilbert Hill Rd, behind ANHERI RECREATION CLUB, near Bhavans College, Andheri West, Mumbai, Maharashtra 400058",098671 20100,",info@sbc.ac.in,mediadegrees@gmail.com,info@rsace.edu.in,","19.1234333,72.8360637"
"Central Ayurveda Research Institute for Drug Development, Kolkata",College,Mumbai,"Podar Medical Campus, Dr Annie Besant Rd, B Wing, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018",033 2367 3881,",ayuraghu@gmail.com,shubhathejas@gmail.com,drsnehamarlewar@gmail.com,","19.003695,72.8141561"
Ali Yabar Jung National Institute For Hearing Handicapped,College,Mumbai,"12, KC Marg, Rajiv Gandhi Nagar, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",022 2640 0215,",edp-nihh@nic.in,nihhac@yahoo.com,ayjnihh-mum@nic.in,ayjnihhmum@gmail.com,u003enihhac@yahoo.com,","19.051528,72.8329172"
MICA – Online Programs – Talentedge,College,Mumbai,"WING-A, 7th Floor, Lal Bahadur Shastri Marg, B Wing, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",022 4219 3227,",x3eenquiry.dtd@talentedge.in,vijay.christian@micamail.in,enquiry.dtd@talentedge.in,","19.0926945,72.9101281"
NIIT Imperia,College,Mumbai,"3V42+9M2, MMRDA Road, beside Family Court, near Income Tax Office, E Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",022 4010 3510,",info@niitimperia.com,prateek.chatterjee@niit.com,randhir.1.singh@niit.com,Placements@niit.com,info@niit.com,businessimpact@niit.com,","19.0558759,72.8490742"
IMS Business School - Computer Centre,College,Mumbai,"1st Floor, The Angels Education Trust Bldg, 267, Sulochana Sheti Marg, above IDBI Bank, opp. Sion West, Sion, Mumbai, Maharashtra 400022",,",x3eanita.thomas@imsindia.com,amishra@aimsr.edu.in,imsbschool@gmail.com,borivali@imsindia.com,x3eimsbschool@gmail.com,anita.thomas@imsindia.com,admission@mmbgims.com,","19.035356,72.8559606"
Alagappa University Chennai Centre,College,Mumbai,"Moti Bhavan, Dr D Silva Rd, opposite Railway Station, Near Kabutar khana, Dadar West, Dadar, Mumbai, Maharashtra 400028",04565 223 189,",narayana64@gmail.com,chennaistudycentre@yahoo.co.in,coe@alagappauniversity.ac.in,dde@alagappauniversity.ac.in,x3ecoe@alagappauniversity.ac.in,na_narayana@hotmail.com,admission@alagappauniversity.ac,registraralagappauniv@gmail.com,x3edde@alagappauniversity.ac.in,","19.0189173,72.8391147"
National Institute of Construction Management and Research,College,Mumbai,"Walchand Terraces, Arya Nagar, Tulsiwadi, Tardeo, Mumbai, Maharashtra 400034",022 2353 0847,",headoffice@nicmar.ac.in,admission@nicmar.ac.in,xxxx@nicmar.ac.in,x3eadmission@nicmar.ac.in,","18.9736369,72.8123791"
Symbiosis Skills and Professional University,College,Mumbai,"adjoining Mumbai - Pune Expressway, Kiwale, Ravet, Pune, Pimpri-Chinchwad, Maharashtra 412101",,",u003egrievance@sspu.ac.in,support@website.com,grievance@sspu.ac.in,vc@siu.edu.in,x3esupport@website.com,u003eadmissions@sspu.ac.in,dr-vidya@symbiosis.ac.in,admissions@sspu.ac.in,","18.659983,73.7160752"
"College of Military Engineering, Pune",College,Mumbai,"HRMP+JW7, Old Mumbai - Pune Hwy, Dapodi, Pimpri-Chinchwad, Maharashtra 411031",,",socialwork03@rediffmail.com,cme_pune@rediffmail.com,dipwgcmepune@gmail.com,u003edipwgcmepune@gmail.com,","18.5840315,73.8347343"
Suman Ramesh Tulsiani Technical Campus - Faculty of Engineering,College,Mumbai,"International School, Old Mumbai Rd, near Suman Ramesh Tulsiani College Of Engineering, At Post:, Khamshet, Pune, Maharashtra 410405",02114 264 106,",u003eprincipal@srttc.ac.in,est@srttc.ac.in,principal@srttc.ac.in,info@collegefunda.com,admissions@srttc.ac.in,","18.7557675,73.5323528"
"Indira School of Business Studies PGDM, Pune",College,Mumbai,"UNIVERSE Campus, 89/2A, New Pune-Mumbai Highway, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033",020 6675 9500,",isbs@indiraedu.com,info@indiraisbs.edu.in,admission@indiraiimp.edu.in,u003eisbs@indiraedu.com,bba.admissions@indiraiimp.edu.in,","18.6109472,73.7462278"
Balaji Institute of Modern Management Pune (formerly known as Indian Institute of Modern Management),College,Mumbai,"Survey No. 55/2-7, Off Mumbai-Bangalore Bypass, Tathawade, Pune, Maharashtra 411033",020 6674 1236,",Director@Bimmpune.Com,admissions@sbup.edu.in,u003eDirector@Bimmpune.Com,","18.6089508,73.7525646"
"A. R. Kalsekar Polytechnic College,Panvel,Navi Mimbai,Maharshtra.",College,Mumbai,,,",u003eprincipal.aiarkp@gmail.com,principal.aiarkp@gmail.com,","19.0009929,73.1022923"
