Name,Sector,City,Address,Phone,Email,Lat-Long
"Guru Nanak College of Arts, Science and Commerce",College,Pvt,,,"Emailprincipal@gurunanakcollegeasc.in,,principal@gurunanakcollegeasc.in,","19.0308457,72.8554306"
Academy of Fine Arts and Crafts,College,Pvt,,,",mail@hampsteadfinearts.com,info@rachanasansad.edu.in,x3email@hampsteadfinearts.com,","19.0365622,72.8271489"
Dr. D.Y. Patil Institute of Hotel Management and Catering Technology,College,Pvt,"Dr. D. Y. Patil Institute of Hotel Management & Catering Technology, Tathawade, Pimpri-Chinchwad, Maharashtra 411033",,",info@hmct.dypvp.edu.in,Emailinfo.hmct@dypvp.edu,info.hmct@dypvp.edu.in,admin.shts@dypatil.edu,info@hmct.dypvp,","18.6152629,73.7468787"
"Late. Fakirabai Pansare Education Foundation, Pradhikaran Homoeopathic Medical College",College,Pvt,,,",dshmc@vsnl.net,chinchom@rediffmail.com,","18.6447339,73.7666941"
Samarth College of Pharmacy,College,Pvt,,,",scopdeulgaonraja2019@gmail.com,Emailsamarthcop@gmail.com,samarthcop@gmail.com,Emailsamarthiop@gmail.com,","18.6156364,73.7849639"
Army Law College,College,Pvt,"QH3P+MHH, Kanhe, Maharashtra 412106",,",info@ail.ac.in,armylawcollegepune@gmail.com,u003earmylawcollegepune@gmail.com,admissions@alcpune.com,info@alcpune.com,Emailinfo@alcpune.com,","18.7541973,73.5839169"
361 Degree Minds - Annamalai University,College,Pvt,"1st Floor, 10, 80 Feet Road, Kamarajar Nagar, Sathya Garden, Saligramam, Chennai, Tamil Nadu 600093",,",x3epvijayanannamalai@gmail.com,pvijayanannamalai@gmail.com,info@361dm.com,","13.046723,80.1964001"
Amigo Academy,College,Pvt,,,",info@amigoacademy.in,Emailinfo@amigoacademy.in,support@rstheme.com,support@trinitycollege.in,","18.8085519,72.7338365"
"MIT School of Distance Education, Kothrud",College,Pvt,,,",admissions@mitsde.com,Emailcampussupport@mitsde.com,7@www.mitsde.com,psmalik@mitsde.com,","18.5126313,73.8036644"
Chaudhary Attarsingh Yadav Memorial Education Trusts,College,Pvt,"HRGF+X3G, Dapodi, Pimpri-Chinchwad, Maharashtra 411012",,",engineeringprincipal@gmail.com,siddhantcollegeofpharmacy@yahoo.in,siddhantmgtstudies@gmail.com,","18.5774356,73.8201337"
Indian Institute of Aviation and Hospitality Management,College,Pvt,,,"iiscnagercoil@gmail.com,,info@bluewhaleacademy.com,info@iihm.edu.in,","18.5330046,73.7234615"
Vidyalankar Danyanpeeth College of B.Sc. I.T.,College,Pvt,,,",info@ordsuniversal.edu.in,principal@vsit.edu.in,info@vidyalankar.org,","18.4759913,73.7461982"
D.Y.Patil Institute of Management,College,Pvt,,,",dypimdirector@gmail.com,mba@dypims.com,director.dypimed@dypatilef.com,u003edypimdirector@gmail.com,admission@dypakurdipune.edu.in,admissions@dypatilef.com,dyppeca@gmail.com,chancellor@dpu.edu.in,contact@collegeworld.in,tpo@dypiemr.ac.in,","18.4759913,73.7461982"
Dr. D.Y. Patil School of Engineering and Technology,College,Pvt,,,",dypcoe.ambi@gmail.com,info@dypic.in,admissions@dypic.in,dyppeca@gmail.com,contact@collegeworld.in,u003edypcoe.ambi@gmail.com,info.engg@dypvp.edu.in,","18.6218113,73.7815844"
Pramod Ram Ujagar Tiwari Saket Institute Of Management,College,Pvt,"Saket Vidyanagari Marg, Chinchpada Road, Katemanivali, Kalyan, Maharashtra 421306",0251 225 0469,",info@collegefunda.com,info@prutsim.edu.in,","19.2184352,73.1407333"
La Sphere School of Hotel Management,College,Pvt,"Monarch Crystal, Kalyan - Shilphata Rd, Near Tata Power, Tata Power Company Limited, Dombivli East, Kalyan, Dombivli, Maharashtra 421301",088810 12012,",hello@collegedekho.com,info@lasphere.edu.in,","19.219351,73.1171921"
Nirmala Memorial Foundation College,College,Pvt,,,"nirmalajunior@nirmala.edu.in,,nirmalacollege@nirmala.edu.in,info@nirmala.edu.in,","19.2140902,72.8627631"
N.R. Swami College of Commerce and Economics and Smt. Thirumalai College of Science,College,Pvt,"Plot No 337 , Major R. Parameshwaran Road, Sewree Wadala Estate, Mumbai, Maharashtra 400031",022 2411 8658,",shivlecollege@rediffmail.com,siws@siwscollege.edu.in,","19.0208369,72.8566467"
ST.Gonsalo Garcia college,College,Pvt,"Mahatma Gandhi Rd, Naigaon West, Naigaon, Vasai-Virar, Maharashtra 401201",,"office@ggcollege.in,stgonsalogarciacollege@gmail.com,Emailstgonsalogarciacollege@gmail.com,,","19.3424658,72.8055583"
Chandrashekar Agashe College of Physical Education,College,Pvt,"3, Shankar Rao Lohane Marg, Opposite Tilak Maharshtra Vidyapeeth, Gultekadi, Pune, Maharashtra 411037",020 2426 1872,",u003eagashecollegepune@gmail.com,agashecollegepune@gmail.com,","18.4967755,73.8654229"
Jawed Habib Hair And Beauty Academy And Premium Salon,College,Pvt,,,",info@jawedhabibacademy.com,customercare@jawedhabib.com,","18.4760622,73.9007086"
Rizvi College of Education,College,Pvt,,,"rizvi_education@yahoo.co.in,,principal.asc@rizvicollege.edu.in,","19.0623011,72.8195018"
Sahyadri Institute of Vocational Training,College,Pvt,,,",editorbuzz@sahyadri.edu.in,aifsgondia@gmail.com,sivtpune@gmail.com,","18.4759913,73.7461982"
Siddharth College of Commerce And Economics,College,Pvt,,,",Emailoffice@siddharthcollege.com,principal@siddharthcollegeasc.com,shivlecollege@rediffmail.com,scceravisir@gmail.com,principal@pbsiddhartha.ac.in,","18.9456047,72.8192521"
Shivaji Shikshan Sansthas Science and Commerce College,College,Pvt,,,"shivaji.shikshan.santha@gmail.com,,shivaji.shikshan.sanstha@gmail.com,contacts@shivajiakola.org,shivlecollege@rediffmail.com,","19.2430751,72.4559808"
Jogeshwari Education Society,College,Pvt,,,"admin@jescollege.edu.in,,jescollegecom@gmail.com,jescollagecom@gmail.com,jesprimary1932@gmail.com,","19.1373593,72.8489854"
Tikaram Jagannath College,College,Pvt,,,",comp@tjcollege.org,tjciqac@gmail.com,art@tjcollege.org,admin@tjcollege.org,comm@tjcollege.org,u003eadmin@tjcollege.org,","18.4760447,73.8286071"
Institute for Advanced Computing and Software Development,College,Pvt,"Railway Station, Akurdi, Sector 29, Nigdi, Pimpri-Chinchwad, Maharashtra 411044",,",x3eacts@cdac.in,ittrg@iacsd.com,techsupport@cdac.in,enquiry@iacsd.com,acts@cdac.in,","18.6456567,73.7552577"
"Dnyanvardhini College of Arts, Science and Commerce",College,Pvt,"MR74+H93, Shivatej Nagar, Chikhali, Vitthal Nagar, Maharashtra 411019",,",u003ednyanvardhini@gmail.com,dnyanvardhini@gmail.com,dnyanacs@rediffmail.com,","18.6638873,73.8033357"
M.E.S's New Law College,College,Pvt,,,"nlc70.ahmednagar@gmail.com,,cet@bharatividyapeeth.edu,bvnlck@gmail.com,newlawcollege@yahoo.co.in,info@gtnlawcollege.com,","18.7651878,72.6913544"
The Mahindra Institute,College,Pvt,,,",x3eceo@mahendras.org,info@mahendrainstitutions.com,ceo@mahendras.org,","18.4759913,73.7461982"
Indian School Of Management and Studies,College,Pvt,"502 , 5th Floor, Sanatana Eternal, Himayat Nagar Rd, above Linga Universe, Gagan Mahal, AP State Housing Board, Basheer Bagh, Hyderabad, Telangana 500029",,",info@kkcemnalanda.ac.in,admissions@iimspune.edu.in,admissions@aimsr.edu.in,","17.404825,78.4776241"
Anantrao Pawar College,College,Pvt,,,",apcpirangut@gmail.com,abmspcoa@rediffmail.com,info@collegefunda.com,abmspcoe@yahoo.com,","18.4913194,73.8384682"
"VLCC Institute of Beauty, Health and Management, Kandivalli West",College,Pvt,,,",feedback@vlccwellness.com,","19.2171083,72.8308996"
Progressive Education Society's B.Ed.College,College,Pvt,,,",modernedu@hotmail.com,ssd0703@gmail.com,","18.5154567,73.8402672"
Noble Hospital,College,Pvt,,,",Emailcare@noblehospitalspune.com,noblecares@noblehrc.com,contact@noblehospital.in,recruitment@noblehrc.com,noblehospital@ngivbt.edu,","18.4760581,73.8698087"
SP Finance Academy,College,Pvt,,,",contactus@sp.edu.sg,","18.500566,73.8078881"
Global Academy of Professional Accountants,College,Pvt,,,",accounts@sparkrecreation.com,info@masba.edu.ua,info@gapaeducation.com,employers@accaglobal.com,","19.1662419,72.8237392"
Rameshwari Mauli Prathishtan of Bhalchnadra Institute of Pharmacy,College,Pvt,"S.No.437, Sikhago Hills, Panshet Road, Gorhe Kd, Taluka Haweli, Khanapur, Maharashtra 411025",,",rmp.pune2013@gmail.com,","18.4025007,73.735502"
Fat mu - Pro Makeup Academy,College,Pvt,fatmu.com,,",fatmuacademy@gmail.com,","19.6973806,61.0776043"
Mahatma Phule Vidyaniketan College,College,Pvt,,,"vpmkinhavalicollege@gmail.com,,mahatmaphulepimpri@yahoo.com,vidyaniketan.7@gmail.com,","18.4938979,73.9278814"
Anjuman I Islam Research Institute,College,Pvt,,,",anjumanislam@rediffmail.com,anjumanallana.cst1@gmail.com,nisar_oomer@yahoo.co.in,smag2002@rediffmail.com,onarch.pvt@gmail.com,info@anjumaniislam.org,itsmi_rane@yahoo.co.in,president@anjumaniislam.org,","18.8194844,72.6826708"
Cosmos Animation Academy,College,Pvt,,,",baramati@cosmosmaya.com,","18.8801677,72.6837676"
Goa Swiss Institute of Hotel Management,College,Pvt,,,",admin@gchce.com,goaswissinstitute@yahoo.co.in,","17.2013377,72.1482971"
Subhash Anna Kul College of Education,College,Pvt,"CFG8+3WJ Madhukarnagar, Patas Rd, Daund, Virobawadi, Maharashtra 412219",,",sakbedpatas@gmail.com,u003esakbedpatas@gmail.com,hello@collegedekho.com,","18.4252067,74.4647045"
Imagin XP - Ajeenkya DY Patil University,College,Pvt,,,"convocation@adypu.edu.in,,","18.4759913,73.7461982"
Sharadchandraji Pawar College of Education. (B.Ed.),College,Pvt,,,",alameenbed@gmail.com,u003ealameenbed@gmail.com,","18.6528453,74.0550493"
"Laqshya Institute of Skills Training, Dadar",College,Pvt,,,"ccat@laqshya.in,,info@laqshya.in,","19.0688755,72.8029488"
Swaraj College of Commerce,College,Pvt,,,",swarajcollege@gmail.com,creativepune@gmail.com,u003eswarajcollege@gmail.com,","18.4659218,73.8422871"
"CLINI India, Somajiguda",College,Pvt,"Swathi Plaza, Raj Bhavan Rd, Durga Nagar Colony, Somajiguda, Hyderabad, Telangana 500082",,"info@cliniIndia.com,u003einfo@cliniindia.com,info@cliniindia.com,,","17.4264007,78.4542427"
"Hutatma Rajguru Arts, Science and Commerce College",College,Pvt,"VV2Q+352, Talkhed, Rajgurunagar, Maharashtra 410505",,"hrmrajguru@yahoo.com,,admin@hrmrajgurunagar.com,u003ehrmrajguru@yahoo.com,","18.8501374,73.8853312"
e-Careers..,College,Pvt,"40- 45, 1st Floor, Rajaram Estate, Rajaramseth Lad Chowk Near Dadar East Railway Station, Dadar (E, Maharashtra 400014",,",admission@careercollegeindi.com,","18.597552,73.8026921"
Saraswati Mandir Arts and Commerce College,College,Pvt,,,",smncca@rediffmail.com,smncca@redifmail.com,Emailsmncca@rediffmail.com,u003esmncca@rediffmail.com,","18.509966,73.8514039"
Stock Market Institute,College,Pvt,,,",info@ibbm.co.in,","18.4760581,73.8698087"
Padmashree Dr. D.Y.Patil Institute of Pharmacy (D.Pharm),College,Pvt,,,",info.pharmacy@dypvp.edu.in,","18.4759913,73.7461982"
AES College of Pharmacy,College,Pvt,"99F8+M7R, Karoor - Ambalapuzha Temple Rd, Ambalapuzha, Kerala 688561",0477 227 8877,",principalaescp@gmail.com,aesambalapuzha@gmail.com,abhinavcop2006@gmail.com,abhinav_cop@yahoo.co.in,","9.3742397,76.3630757"
ERP Training Academy,College,Pvt,,,",info@uniterpacademy.com,learnerpacademy@gmail.com,info@serosoft.com,erpacademy.pune@gmail.com,","18.4760581,73.8698087"
AAEMF's Delight Institute of Pharmacy,College,Pvt,"Sharad Campus, Pimple Jagtap, Road, Koregaon Bhima, Maharashtra 412216",,",yasmeentamboli07@gmail.com,safiyainamdar09@gmail.com,gmail.com_safiyainamdar09@gmail.com,mominhina2012@gmail.com,amaanshaikh.shaikh@gmail.com,u003eamaanshaikh.shaikh@gmail.com,","18.6457637,74.0399293"
Zen Technologies,College,Pvt,,,",cosec@zentechnologies.com,info@zentechnologies.com,x3ecosec@zentechnologies.com,investors@zentechnologies.com,","18.4760447,73.8286071"
Lords School of Management,College,Pvt,"104, Salt Pan Rd, Azad Mohalla, Sangam Nagar, Mumbai, Maharashtra 400037",092222 22619,",info@lordsb-school.com,info.lucjr@universal.edu,admissions@lordsuni.edu.in,chairman@lords.ac.in,info@lordsuni.edu.in,principal@lords.ac.in,info@lim.edu,hr@lordsuni.edu.in,","19.022112,72.8698222"
Aspire Technology,College,Pvt,,,"aspire.ku.brt@gmail.com,,anilkhajinkar@gmail.com,info@aspirecollege.edu.np,","18.4759913,73.7461982"
OM Solutions,College,Pvt,,,",omgroup@omlogistics.co.in,maes04office@gmail.com,info@omeducation.edu.in,munish.saini123@rediffmail.com,om.college@rediffmail.com,","18.4760581,73.8698087"
Analytics17,College,Pvt,,,",admission@jecrcu.edu.in,Info@sce.org.in,director.admission@jecrcu.edu.in,","18.4760628,73.9007086"
"EduFirst Computer Institute, Thane",College,Pvt,,,",edufirstcomputers.thane@gmail.com,","19.187465,72.9045896"
